income_line_id,household_id,owner,source_type,frequency,net_or_gross,amount_annualized
HH001379_I1,HH001379,client_1,social_security,annual,gross,7600.48
HH001379_I2,HH001379,client_2,interest_dividends,quarterly,gross,26101.21
HH001379_I3,HH001379,client_1,interest_dividends,monthly,gross,32902.06
HH001380_I1,HH001380,client_1,bonus,monthly,gross,7207.8
HH001380_I2,HH001380,client_1,rental_income,monthly,gross,5873.09
HH001380_I3,HH001380,client_2,rental_income,monthly,gross,46666.59
HH001381_I1,HH001381,client_1,bonus,weekly,gross,4731.22
HH001381_I2,HH001381,client_1,business_income,monthly,gross,14515.32
HH001382_I1,HH001382,client_2,business_income,monthly,gross,50554.37
HH001382_I2,HH001382,client_1,pension_income,weekly,gross,150636.4
HH001383_I1,HH001383,joint,bonus,weekly,gross,52370.51
HH001383_I2,HH001383,client_1,rental_income,monthly,gross,26796.24
HH001383_I3,HH001383,client_1,salary,monthly,gross,16292.64
HH001383_I4,HH001383,client_1,social_security,annual,gross,43658.03
HH001383_I5,HH001383,client_1,salary,monthly,gross,560.95
HH001384_I1,HH001384,client_2,social_security,monthly,gross,29945.9
HH001385_I1,HH001385,client_1,social_security,annual,gross,15144.97
HH001385_I2,HH001385,client_1,salary,monthly,gross,24700.99
HH001386_I1,HH001386,client_1,social_security,monthly,gross,161355.93
HH001387_I1,HH001387,client_2,interest_dividends,monthly,gross,13133.37
HH001387_I2,HH001387,client_1,salary,monthly,gross,37028.28
HH001387_I3,HH001387,client_1,bonus,monthly,gross,100143.44
HH001388_I1,HH001388,client_2,business_income,annual,gross,23001.98
HH001388_I2,HH001388,client_1,interest_dividends,annual,gross,36061.45
HH001388_I3,HH001388,client_1,salary,weekly,gross,57209.53
HH001388_I4,HH001388,client_1,business_income,monthly,gross,13111.67
HH001389_I1,HH001389,client_1,social_security,monthly,gross,61664.99
HH001390_I1,HH001390,client_2,pension_income,monthly,gross,10426.16
HH001390_I2,HH001390,client_1,social_security,weekly,gross,9407.01
HH001390_I3,HH001390,client_1,interest_dividends,monthly,gross,15253.79
HH001390_I4,HH001390,client_2,business_income,ad_hoc,gross,4587.51
HH001391_I1,HH001391,client_1,pension_income,monthly,gross,29902.19
HH001391_I2,HH001391,client_2,social_security,ad_hoc,gross,37218.51
HH001391_I3,HH001391,client_1,pension_income,monthly,gross,20874.85
HH001391_I4,HH001391,joint,bonus,weekly,gross,55801.05
HH001392_I1,HH001392,joint,pension_income,monthly,gross,41147.69
HH001392_I2,HH001392,client_1,interest_dividends,weekly,gross,75071.68
HH001392_I3,HH001392,joint,pension_income,monthly,gross,57630.85
HH001393_I1,HH001393,client_1,salary,monthly,gross,37695.21
HH001393_I2,HH001393,client_1,bonus,ad_hoc,gross,49732.27
HH001394_I1,HH001394,client_2,interest_dividends,monthly,gross,68211.15
HH001394_I2,HH001394,client_2,bonus,weekly,gross,32804.11
HH001394_I3,HH001394,client_1,rental_income,ad_hoc,gross,81098.08
HH001395_I1,HH001395,client_2,rental_income,annual,gross,92361.81
HH001396_I1,HH001396,client_1,social_security,monthly,gross,17033.25
HH001396_I2,HH001396,client_1,business_income,monthly,gross,9659.44
HH001396_I3,HH001396,client_1,bonus,monthly,gross,15490.55
HH001396_I4,HH001396,client_1,social_security,monthly,gross,9656.66
HH001396_I5,HH001396,joint,salary,annual,gross,0.0
HH001396_I6,HH001396,client_1,salary,monthly,gross,0.0
HH001397_I1,HH001397,client_1,interest_dividends,monthly,gross,130247.84
HH001398_I1,HH001398,client_1,interest_dividends,monthly,gross,530691.63
HH001399_I1,HH001399,client_1,social_security,ad_hoc,gross,13179.68
HH001399_I2,HH001399,client_1,pension_income,quarterly,gross,42488.89
HH001399_I3,HH001399,client_2,business_income,monthly,gross,72883.73
HH001400_I1,HH001400,client_1,bonus,monthly,gross,5446.26
HH001400_I2,HH001400,client_2,business_income,weekly,gross,57386.85
HH001401_I1,HH001401,client_1,bonus,quarterly,gross,163208.0
HH001402_I1,HH001402,client_1,social_security,annual,gross,17671.73
HH001402_I2,HH001402,client_1,salary,monthly,gross,89986.95
HH001403_I1,HH001403,client_1,rental_income,annual,gross,116396.47
HH001404_I1,HH001404,client_1,rental_income,quarterly,gross,5119.38
HH001404_I2,HH001404,client_1,salary,monthly,gross,7019.54
HH001405_I1,HH001405,client_1,bonus,monthly,gross,36963.61
HH001405_I2,HH001405,client_1,rental_income,ad_hoc,gross,96194.11
HH001406_I1,HH001406,client_1,pension_income,ad_hoc,gross,55636.8
HH001406_I2,HH001406,client_1,social_security,monthly,gross,66821.09
HH001406_I3,HH001406,client_1,interest_dividends,monthly,gross,48468.21
HH001407_I1,HH001407,client_1,rental_income,monthly,gross,57008.03
HH001407_I2,HH001407,client_1,rental_income,weekly,gross,106199.97
HH001408_I1,HH001408,client_1,social_security,monthly,gross,14800.53
HH001408_I2,HH001408,client_2,interest_dividends,monthly,gross,48142.57
HH001409_I1,HH001409,client_1,salary,monthly,gross,28202.82
HH001410_I1,HH001410,client_1,salary,monthly,gross,76999.56
HH001411_I1,HH001411,client_2,salary,monthly,gross,39954.38
HH001412_I1,HH001412,client_1,rental_income,weekly,gross,113518.12
HH001413_I1,HH001413,client_1,interest_dividends,quarterly,gross,975.41
HH001413_I2,HH001413,client_1,rental_income,monthly,gross,2430.5
HH001413_I3,HH001413,client_1,salary,quarterly,gross,2567.13
HH001413_I4,HH001413,client_1,business_income,monthly,gross,650.74
HH001413_I5,HH001413,client_1,pension_income,monthly,gross,0.0
HH001414_I1,HH001414,joint,salary,monthly,gross,21332.96
HH001414_I2,HH001414,client_1,bonus,quarterly,gross,41230.62
HH001414_I3,HH001414,client_1,business_income,monthly,gross,24100.07
HH001414_I4,HH001414,client_2,pension_income,annual,gross,24567.45
HH001414_I5,HH001414,client_2,business_income,monthly,gross,0.0
HH001415_I1,HH001415,client_1,rental_income,monthly,gross,8799.42
HH001415_I2,HH001415,client_1,bonus,annual,gross,15287.71
HH001416_I1,HH001416,client_1,salary,monthly,gross,165568.53
HH001417_I1,HH001417,client_1,salary,monthly,gross,42782.17
HH001418_I1,HH001418,client_1,social_security,annual,gross,41604.57
HH001418_I2,HH001418,client_1,bonus,monthly,gross,358575.5
HH001419_I1,HH001419,joint,interest_dividends,ad_hoc,gross,223979.98
HH001420_I1,HH001420,client_2,interest_dividends,monthly,gross,52898.32
HH001420_I2,HH001420,client_1,social_security,ad_hoc,gross,152870.09
HH001421_I1,HH001421,client_2,social_security,monthly,gross,56908.85
HH001421_I2,HH001421,client_1,business_income,monthly,gross,230905.23
HH001422_I1,HH001422,joint,bonus,monthly,gross,164659.01
HH001423_I1,HH001423,client_1,business_income,ad_hoc,gross,188742.77
HH001424_I1,HH001424,client_1,salary,monthly,gross,11936.76
HH001424_I2,HH001424,client_1,social_security,annual,gross,10760.18
HH001424_I3,HH001424,client_2,business_income,annual,gross,11222.31
HH001424_I4,HH001424,client_2,business_income,monthly,gross,14698.85
HH001424_I5,HH001424,client_2,business_income,weekly,gross,13600.91
HH001425_I1,HH001425,client_1,pension_income,monthly,gross,163208.0
HH001426_I1,HH001426,client_1,salary,monthly,gross,9980.88
HH001427_I1,HH001427,client_1,salary,ad_hoc,gross,9756.66
HH001427_I2,HH001427,client_1,salary,ad_hoc,gross,10166.43
HH001427_I3,HH001427,client_1,business_income,monthly,gross,15676.43
HH001428_I1,HH001428,client_1,business_income,weekly,gross,149454.29
HH001428_I2,HH001428,client_1,business_income,weekly,gross,86709.79
HH001428_I3,HH001428,client_1,business_income,annual,gross,129870.24
HH001429_I1,HH001429,client_1,salary,monthly,gross,4699.21
HH001429_I2,HH001429,client_1,pension_income,monthly,gross,27023.26
HH001430_I1,HH001430,client_2,bonus,quarterly,gross,30499.87
HH001430_I2,HH001430,client_2,rental_income,monthly,gross,34938.76
HH001430_I3,HH001430,client_2,pension_income,monthly,gross,15984.69
HH001430_I4,HH001430,client_2,salary,monthly,gross,6431.73
HH001430_I5,HH001430,client_1,social_security,monthly,gross,0.0
HH001430_I6,HH001430,client_1,social_security,monthly,gross,0.0
HH001431_I1,HH001431,client_1,pension_income,monthly,gross,9572.34
HH001431_I2,HH001431,client_1,business_income,monthly,gross,6293.16
HH001431_I3,HH001431,client_1,rental_income,annual,gross,12129.45
HH001432_I1,HH001432,client_1,bonus,weekly,gross,141148.44
HH001433_I1,HH001433,client_1,business_income,annual,gross,22381.7
HH001433_I2,HH001433,client_1,rental_income,monthly,gross,24892.19
HH001433_I3,HH001433,client_1,pension_income,annual,gross,28646.36
HH001434_I1,HH001434,client_1,pension_income,monthly,gross,119094.16
HH001435_I1,HH001435,client_1,salary,monthly,gross,24668.51
HH001435_I2,HH001435,client_1,bonus,quarterly,gross,33701.66
HH001435_I3,HH001435,client_2,interest_dividends,weekly,gross,55904.54
HH001436_I1,HH001436,client_1,pension_income,monthly,gross,156655.98
HH001437_I1,HH001437,client_1,social_security,ad_hoc,gross,7791.58
HH001437_I2,HH001437,client_1,salary,monthly,gross,4561.29
HH001437_I3,HH001437,client_1,salary,weekly,gross,13548.9
HH001438_I1,HH001438,client_1,rental_income,monthly,gross,93114.33
HH001438_I2,HH001438,client_1,bonus,annual,gross,492400.28
HH001439_I1,HH001439,joint,pension_income,quarterly,gross,8644.56
HH001440_I1,HH001440,client_1,pension_income,monthly,gross,3988.23
HH001440_I2,HH001440,joint,rental_income,annual,gross,7858.13
HH001440_I3,HH001440,client_1,pension_income,quarterly,gross,7658.78
HH001440_I4,HH001440,client_2,rental_income,monthly,gross,2296.37
HH001440_I5,HH001440,joint,social_security,ad_hoc,gross,0.0
HH001440_I6,HH001440,client_1,interest_dividends,monthly,gross,0.0
HH001441_I1,HH001441,client_1,bonus,monthly,gross,109888.6
HH001442_I1,HH001442,client_1,business_income,monthly,gross,122033.52
HH001443_I1,HH001443,client_1,rental_income,monthly,gross,13654.96
HH001443_I2,HH001443,client_1,interest_dividends,monthly,gross,29503.7
HH001443_I3,HH001443,client_1,pension_income,monthly,gross,46464.48
HH001444_I1,HH001444,client_2,salary,monthly,gross,35200.85
HH001444_I2,HH001444,joint,salary,monthly,gross,128007.15
HH001445_I1,HH001445,client_1,business_income,annual,gross,5808.24
HH001445_I2,HH001445,client_1,bonus,monthly,gross,43998.25
HH001446_I1,HH001446,client_1,salary,weekly,gross,5290.45
HH001447_I1,HH001447,client_2,business_income,monthly,gross,490460.34
HH001448_I1,HH001448,client_1,social_security,monthly,gross,7339.09
HH001448_I2,HH001448,joint,social_security,monthly,gross,5371.76
HH001448_I3,HH001448,client_1,bonus,monthly,gross,10537.5
HH001448_I4,HH001448,client_2,interest_dividends,monthly,gross,35891.76
HH001449_I1,HH001449,client_1,salary,monthly,gross,13492.49
HH001449_I2,HH001449,joint,social_security,monthly,gross,14859.92
HH001449_I3,HH001449,client_1,salary,monthly,gross,17821.01
HH001450_I1,HH001450,client_1,pension_income,monthly,gross,191098.81
HH001451_I1,HH001451,client_1,business_income,monthly,gross,10649.5
HH001451_I2,HH001451,client_1,interest_dividends,monthly,gross,72077.57
HH001452_I1,HH001452,client_1,bonus,monthly,gross,37837.43
HH001453_I1,HH001453,client_1,interest_dividends,weekly,gross,21543.18
HH001454_I1,HH001454,client_1,interest_dividends,ad_hoc,gross,69999.6
HH001454_I2,HH001454,client_1,salary,monthly,gross,66376.08
HH001454_I3,HH001454,joint,pension_income,monthly,gross,26832.32
HH001455_I1,HH001455,client_2,bonus,monthly,gross,17076.47
HH001455_I2,HH001455,joint,bonus,monthly,gross,9998.02
HH001455_I3,HH001455,client_2,pension_income,weekly,gross,25027.92
HH001455_I4,HH001455,client_1,pension_income,monthly,gross,47379.42
HH001456_I1,HH001456,client_1,pension_income,monthly,gross,7305.38
HH001456_I2,HH001456,client_1,salary,weekly,gross,9019.64
HH001457_I1,HH001457,client_1,bonus,monthly,gross,246403.39
HH001458_I1,HH001458,client_1,bonus,monthly,gross,21987.0
HH001458_I2,HH001458,client_1,social_security,annual,gross,71673.91
HH001459_I1,HH001459,client_1,pension_income,ad_hoc,gross,60396.51
HH001459_I2,HH001459,client_1,pension_income,annual,gross,52232.72
HH001459_I3,HH001459,client_2,pension_income,monthly,gross,48345.1
HH001460_I1,HH001460,client_2,social_security,annual,gross,3210.26
HH001460_I2,HH001460,client_1,salary,monthly,gross,5040.35
HH001460_I3,HH001460,client_2,bonus,monthly,gross,3796.74
HH001461_I1,HH001461,joint,rental_income,monthly,gross,3269.26
HH001461_I2,HH001461,client_2,business_income,monthly,gross,2970.99
HH001461_I3,HH001461,client_2,social_security,quarterly,gross,2143.19
HH001462_I1,HH001462,client_2,bonus,annual,gross,11832.89
HH001462_I2,HH001462,client_2,salary,monthly,gross,11566.08
HH001462_I3,HH001462,client_1,bonus,annual,gross,3316.33
HH001462_I4,HH001462,client_1,bonus,monthly,gross,4693.49
HH001462_I5,HH001462,client_1,interest_dividends,ad_hoc,gross,0.0
HH001462_I6,HH001462,client_2,bonus,weekly,gross,0.0
HH001463_I1,HH001463,client_1,salary,monthly,gross,76575.04
HH001464_I1,HH001464,client_2,pension_income,monthly,gross,20903.55
HH001464_I2,HH001464,client_2,rental_income,monthly,gross,40416.83
HH001464_I3,HH001464,client_2,pension_income,monthly,gross,43206.43
HH001464_I4,HH001464,client_1,rental_income,monthly,gross,74193.79
HH001464_I5,HH001464,client_1,social_security,monthly,gross,13577.98
HH001465_I1,HH001465,client_1,interest_dividends,ad_hoc,gross,46019.42
HH001465_I2,HH001465,client_1,interest_dividends,monthly,gross,32132.84
HH001465_I3,HH001465,client_1,salary,annual,gross,31316.16
HH001465_I4,HH001465,client_1,bonus,annual,gross,10479.66
HH001466_I1,HH001466,client_2,salary,monthly,gross,49813.35
HH001466_I2,HH001466,client_2,bonus,monthly,gross,113394.65
HH001467_I1,HH001467,client_1,salary,weekly,gross,5882.53
HH001467_I2,HH001467,client_1,business_income,weekly,gross,7358.14
HH001468_I1,HH001468,client_1,pension_income,monthly,gross,169629.77
HH001469_I1,HH001469,client_2,rental_income,weekly,gross,21266.68
HH001469_I2,HH001469,client_2,business_income,monthly,gross,37776.34
HH001470_I1,HH001470,client_1,bonus,monthly,gross,160954.44
HH001471_I1,HH001471,client_1,pension_income,quarterly,gross,15531.91
HH001471_I2,HH001471,client_1,bonus,monthly,gross,18621.13
HH001471_I3,HH001471,client_1,social_security,quarterly,gross,12358.66
HH001472_I1,HH001472,joint,rental_income,monthly,gross,42894.41
HH001472_I2,HH001472,client_2,bonus,monthly,gross,9823.39
HH001472_I3,HH001472,client_1,rental_income,monthly,gross,53153.3
HH001473_I1,HH001473,client_1,interest_dividends,monthly,gross,132647.72
HH001474_I1,HH001474,client_1,pension_income,monthly,gross,14055.84
HH001474_I2,HH001474,client_1,salary,ad_hoc,gross,24931.98
HH001474_I3,HH001474,client_1,salary,monthly,gross,21841.29
HH001475_I1,HH001475,client_1,salary,monthly,gross,11357.17
HH001475_I2,HH001475,client_2,salary,monthly,gross,16567.96
HH001475_I3,HH001475,client_2,interest_dividends,monthly,gross,67111.65
HH001476_I1,HH001476,client_1,pension_income,annual,gross,22542.65
HH001476_I2,HH001476,client_2,business_income,monthly,gross,60980.21
HH001476_I3,HH001476,client_1,social_security,annual,gross,54543.28
HH001476_I4,HH001476,joint,rental_income,annual,gross,68190.3
HH001477_I1,HH001477,client_1,business_income,weekly,gross,169649.04
HH001478_I1,HH001478,client_1,bonus,annual,gross,2843.69
HH001478_I2,HH001478,client_1,salary,monthly,gross,3461.89
HH001478_I3,HH001478,client_1,social_security,monthly,gross,3441.4
HH001478_I4,HH001478,client_1,rental_income,ad_hoc,gross,2439.37
HH001479_I1,HH001479,client_1,interest_dividends,annual,gross,4014.8
HH001479_I2,HH001479,joint,rental_income,quarterly,gross,4799.71
HH001479_I3,HH001479,client_1,salary,monthly,gross,2393.1
HH001479_I4,HH001479,client_2,pension_income,monthly,gross,9288.66
HH001479_I5,HH001479,client_1,salary,ad_hoc,gross,594.9
HH001479_I6,HH001479,client_2,business_income,annual,gross,0.0
HH001480_I1,HH001480,client_1,pension_income,weekly,gross,268702.72
HH001481_I1,HH001481,client_1,rental_income,monthly,gross,5390.93
HH001481_I2,HH001481,client_2,rental_income,annual,gross,37870.12
HH001482_I1,HH001482,joint,pension_income,quarterly,gross,12358.61
HH001482_I2,HH001482,client_1,pension_income,weekly,gross,14128.33
HH001482_I3,HH001482,client_1,pension_income,monthly,gross,19757.06
HH001483_I1,HH001483,client_1,business_income,monthly,gross,21603.74
HH001484_I1,HH001484,client_1,interest_dividends,monthly,gross,263071.66
HH001485_I1,HH001485,client_1,pension_income,quarterly,gross,21124.52
HH001486_I1,HH001486,client_1,business_income,monthly,gross,26611.66
HH001486_I2,HH001486,client_1,interest_dividends,monthly,gross,16480.63
HH001486_I3,HH001486,client_1,social_security,weekly,gross,52390.56
HH001487_I1,HH001487,client_1,social_security,monthly,gross,13808.34
HH001487_I2,HH001487,client_1,rental_income,monthly,gross,18262.48
HH001487_I3,HH001487,client_1,interest_dividends,monthly,gross,9794.74
HH001488_I1,HH001488,client_2,pension_income,quarterly,gross,183325.96
HH001489_I1,HH001489,client_2,rental_income,monthly,gross,37416.39
HH001490_I1,HH001490,client_2,rental_income,monthly,gross,54466.77
HH001490_I2,HH001490,client_1,rental_income,monthly,gross,117943.39
HH001491_I1,HH001491,client_1,social_security,monthly,gross,29916.94
HH001492_I1,HH001492,client_1,pension_income,monthly,gross,12993.49
HH001492_I2,HH001492,client_2,salary,monthly,gross,11123.98
HH001492_I3,HH001492,client_2,business_income,annual,gross,5079.18
HH001492_I4,HH001492,client_1,pension_income,monthly,gross,8058.02
HH001492_I5,HH001492,client_1,salary,monthly,gross,0.0
HH001493_I1,HH001493,client_1,pension_income,monthly,gross,3869.16
HH001493_I2,HH001493,client_1,social_security,weekly,gross,11829.0
HH001494_I1,HH001494,client_2,interest_dividends,monthly,gross,63449.97
HH001495_I1,HH001495,client_1,business_income,monthly,gross,3023.11
HH001495_I2,HH001495,client_2,pension_income,ad_hoc,gross,9649.92
HH001496_I1,HH001496,client_1,salary,monthly,gross,36110.4
HH001497_I1,HH001497,client_1,business_income,monthly,gross,27644.75
HH001497_I2,HH001497,client_1,social_security,annual,gross,68924.15
HH001497_I3,HH001497,client_1,rental_income,monthly,gross,117001.78
HH001498_I1,HH001498,joint,social_security,monthly,gross,86894.2
HH001499_I1,HH001499,client_1,salary,monthly,gross,5347.15
HH001500_I1,HH001500,client_1,interest_dividends,monthly,gross,54883.61
HH001500_I2,HH001500,client_1,social_security,monthly,gross,63235.9
HH001500_I3,HH001500,client_1,rental_income,monthly,gross,38671.37
HH001501_I1,HH001501,client_1,pension_income,weekly,gross,16661.74
HH001502_I1,HH001502,client_2,interest_dividends,monthly,gross,34665.31
HH001502_I2,HH001502,client_1,bonus,monthly,gross,146937.6
HH001503_I1,HH001503,client_2,interest_dividends,monthly,gross,37271.33
HH001504_I1,HH001504,client_1,rental_income,weekly,gross,57765.04
HH001504_I2,HH001504,client_1,business_income,monthly,gross,121430.58
HH001505_I1,HH001505,joint,business_income,monthly,gross,76036.44
HH001506_I1,HH001506,client_2,social_security,monthly,gross,2133.2
HH001506_I2,HH001506,client_2,bonus,monthly,gross,1708.25
HH001506_I3,HH001506,client_2,business_income,annual,gross,1251.08
HH001506_I4,HH001506,joint,rental_income,monthly,gross,1172.7
HH001507_I1,HH001507,client_1,bonus,monthly,gross,13929.8
HH001507_I2,HH001507,client_2,rental_income,monthly,gross,113915.83
HH001508_I1,HH001508,client_1,salary,monthly,gross,57295.34
HH001508_I2,HH001508,client_2,bonus,weekly,gross,46923.27
HH001508_I3,HH001508,client_1,rental_income,monthly,gross,58989.39
HH001509_I1,HH001509,client_1,rental_income,monthly,gross,87379.12
HH001510_I1,HH001510,client_1,salary,monthly,gross,166510.84
HH001511_I1,HH001511,client_1,rental_income,monthly,gross,106094.0
HH001512_I1,HH001512,client_2,pension_income,monthly,gross,244331.26
HH001513_I1,HH001513,client_1,salary,annual,gross,12990.01
HH001513_I2,HH001513,joint,rental_income,monthly,gross,21918.37
HH001514_I1,HH001514,client_1,business_income,monthly,gross,36979.67
HH001514_I2,HH001514,client_1,bonus,monthly,gross,137405.36
HH001515_I1,HH001515,client_1,social_security,monthly,gross,22101.75
HH001515_I2,HH001515,client_2,salary,monthly,gross,72787.49
HH001515_I3,HH001515,joint,salary,monthly,gross,60433.89
HH001515_I4,HH001515,client_2,pension_income,monthly,gross,19705.74
HH001516_I1,HH001516,client_1,bonus,annual,gross,40479.93
HH001516_I2,HH001516,client_1,interest_dividends,ad_hoc,gross,45507.96
HH001516_I3,HH001516,client_1,business_income,annual,gross,144335.92
HH001517_I1,HH001517,client_2,social_security,monthly,gross,60351.19
HH001518_I1,HH001518,client_1,business_income,weekly,gross,83947.91
HH001519_I1,HH001519,client_1,bonus,monthly,gross,197214.01
HH001520_I1,HH001520,client_2,bonus,weekly,gross,22545.94
HH001521_I1,HH001521,client_1,rental_income,monthly,gross,32066.8
HH001521_I2,HH001521,client_2,salary,weekly,gross,76444.25
HH001522_I1,HH001522,client_1,social_security,monthly,gross,163208.0
HH001523_I1,HH001523,client_1,rental_income,weekly,gross,55810.1
HH001523_I2,HH001523,client_1,interest_dividends,weekly,gross,20910.87
HH001523_I3,HH001523,client_1,business_income,monthly,gross,33530.97
HH001523_I4,HH001523,client_2,business_income,weekly,gross,34002.12
HH001524_I1,HH001524,client_1,business_income,monthly,gross,84699.36
HH001524_I2,HH001524,client_1,business_income,monthly,gross,93658.01
HH001524_I3,HH001524,client_2,rental_income,monthly,gross,203707.67
HH001525_I1,HH001525,client_1,salary,monthly,gross,70155.66
HH001525_I2,HH001525,client_1,rental_income,monthly,gross,113095.07
HH001526_I1,HH001526,client_1,rental_income,monthly,gross,2986.61
HH001526_I2,HH001526,client_1,interest_dividends,monthly,gross,3342.67
HH001526_I3,HH001526,client_2,bonus,monthly,gross,11032.07
HH001527_I1,HH001527,client_1,rental_income,weekly,gross,39123.82
HH001528_I1,HH001528,client_2,salary,monthly,gross,155842.84
HH001529_I1,HH001529,client_2,interest_dividends,monthly,gross,62459.73
HH001529_I2,HH001529,client_1,bonus,monthly,gross,48373.2
HH001529_I3,HH001529,client_1,social_security,annual,gross,99977.29
HH001530_I1,HH001530,client_1,salary,monthly,gross,1745.86
HH001530_I2,HH001530,client_1,bonus,monthly,gross,1283.53
HH001530_I3,HH001530,client_1,business_income,annual,gross,581.74
HH001530_I4,HH001530,client_2,interest_dividends,monthly,gross,499.52
HH001531_I1,HH001531,client_1,pension_income,monthly,gross,27571.05
HH001531_I2,HH001531,client_1,bonus,monthly,gross,8412.3
HH001531_I3,HH001531,client_2,rental_income,ad_hoc,gross,39164.69
HH001532_I1,HH001532,client_1,rental_income,monthly,gross,31875.08
HH001532_I2,HH001532,client_1,business_income,monthly,gross,31661.36
HH001532_I3,HH001532,client_1,business_income,monthly,gross,36657.49
HH001532_I4,HH001532,client_1,bonus,monthly,gross,63014.07
HH001533_I1,HH001533,client_1,pension_income,weekly,gross,33653.02
HH001533_I2,HH001533,client_1,bonus,monthly,gross,52760.02
HH001534_I1,HH001534,joint,rental_income,annual,gross,1865.09
HH001534_I2,HH001534,client_1,rental_income,monthly,gross,3032.03
HH001535_I1,HH001535,client_1,interest_dividends,monthly,gross,81821.62
HH001536_I1,HH001536,client_2,rental_income,ad_hoc,gross,163208.0
HH001537_I1,HH001537,client_1,bonus,monthly,gross,45385.52
HH001537_I2,HH001537,client_2,bonus,quarterly,gross,66589.56
HH001537_I3,HH001537,client_1,rental_income,monthly,gross,132661.12
HH001538_I1,HH001538,client_1,rental_income,quarterly,gross,15215.72
HH001539_I1,HH001539,client_1,pension_income,monthly,gross,41927.26
HH001540_I1,HH001540,joint,salary,monthly,gross,15305.57
HH001540_I2,HH001540,client_2,pension_income,quarterly,gross,38598.76
HH001541_I1,HH001541,client_1,interest_dividends,monthly,gross,29203.09
HH001542_I1,HH001542,client_2,rental_income,quarterly,gross,4375.91
HH001543_I1,HH001543,client_1,pension_income,monthly,gross,35971.22
HH001543_I2,HH001543,client_1,salary,monthly,gross,46989.7
HH001543_I3,HH001543,client_1,salary,monthly,gross,17110.1
HH001543_I4,HH001543,client_1,social_security,monthly,gross,7715.31
HH001543_I5,HH001543,client_1,interest_dividends,monthly,gross,0.0
HH001544_I1,HH001544,client_1,rental_income,monthly,gross,1136.19
HH001544_I2,HH001544,client_1,salary,monthly,gross,1166.07
HH001544_I3,HH001544,client_1,rental_income,monthly,gross,2859.39
HH001545_I1,HH001545,client_2,social_security,monthly,gross,41215.94
HH001546_I1,HH001546,client_1,social_security,monthly,gross,12284.48
HH001547_I1,HH001547,client_1,rental_income,monthly,gross,47747.0
HH001547_I2,HH001547,client_1,bonus,monthly,gross,128943.57
HH001548_I1,HH001548,client_2,interest_dividends,annual,gross,9323.85
HH001548_I2,HH001548,client_1,business_income,monthly,gross,24651.48
HH001549_I1,HH001549,client_1,social_security,annual,gross,8254.62
HH001549_I2,HH001549,joint,pension_income,monthly,gross,9722.91
HH001549_I3,HH001549,client_1,business_income,monthly,gross,43466.85
HH001550_I1,HH001550,client_1,salary,monthly,gross,28691.77
HH001551_I1,HH001551,client_1,social_security,annual,gross,89429.43
HH001552_I1,HH001552,client_1,salary,monthly,gross,13477.04
HH001552_I2,HH001552,client_1,rental_income,monthly,gross,94423.27
HH001553_I1,HH001553,client_2,interest_dividends,monthly,gross,8793.26
HH001553_I2,HH001553,client_2,social_security,weekly,gross,22789.25
HH001554_I1,HH001554,client_1,salary,monthly,gross,68169.23
HH001555_I1,HH001555,client_1,bonus,monthly,gross,17243.52
HH001555_I2,HH001555,client_1,interest_dividends,monthly,gross,20784.5
HH001555_I3,HH001555,client_1,salary,monthly,gross,11094.18
HH001556_I1,HH001556,joint,interest_dividends,monthly,gross,32080.36
HH001556_I2,HH001556,client_1,interest_dividends,monthly,gross,70804.47
HH001557_I1,HH001557,client_1,salary,monthly,gross,7106.68
HH001557_I2,HH001557,client_2,interest_dividends,monthly,gross,15770.3
HH001558_I1,HH001558,client_1,interest_dividends,quarterly,gross,3624.96
HH001558_I2,HH001558,client_1,rental_income,monthly,gross,20808.09
HH001559_I1,HH001559,client_1,pension_income,annual,gross,9790.06
HH001559_I2,HH001559,client_1,social_security,monthly,gross,47030.69
HH001559_I3,HH001559,client_1,business_income,monthly,gross,18461.5
HH001559_I4,HH001559,client_1,pension_income,monthly,gross,11774.97
HH001559_I5,HH001559,client_2,rental_income,monthly,gross,35170.77
HH001560_I1,HH001560,client_2,bonus,ad_hoc,gross,42197.39
HH001560_I2,HH001560,client_1,business_income,monthly,gross,72354.53
HH001560_I3,HH001560,client_1,business_income,monthly,gross,48656.08
HH001560_I4,HH001560,client_1,social_security,annual,gross,0.0
HH001560_I5,HH001560,client_1,salary,monthly,gross,0.0
HH001561_I1,HH001561,joint,bonus,monthly,gross,6886.62
HH001561_I2,HH001561,client_1,interest_dividends,monthly,gross,27853.88
HH001561_I3,HH001561,client_2,business_income,monthly,gross,14745.28
HH001561_I4,HH001561,client_2,salary,monthly,gross,29853.74
HH001561_I5,HH001561,client_1,business_income,monthly,gross,1027.62
HH001562_I1,HH001562,client_1,interest_dividends,monthly,gross,82321.26
HH001562_I2,HH001562,client_1,rental_income,monthly,gross,104387.65
HH001562_I3,HH001562,client_1,bonus,monthly,gross,61155.97
HH001563_I1,HH001563,client_1,bonus,ad_hoc,gross,33089.01
HH001563_I2,HH001563,client_2,business_income,monthly,gross,135442.34
HH001564_I1,HH001564,client_1,business_income,ad_hoc,gross,3061.26
HH001564_I2,HH001564,client_1,salary,quarterly,gross,2694.32
HH001564_I3,HH001564,client_1,pension_income,monthly,gross,1527.39
