policy_id,household_id,owner,policy_type,monthly_cost,amount_assured,assured_until
HH001255_PP1,HH001255,client_1,disability,433.31,552986.52,2049-12-16
HH001257_PP1,HH001257,client_1,ltc,47.81,120104.15,2045-03-23
HH001258_PP1,HH001258,client_1,ltc,564.63,886318.58,2040-11-10
HH001260_PP1,HH001260,client_1,life,156.05,333179.46,2031-08-11
HH001263_PP1,HH001263,client_1,life,90.23,242150.35,2047-11-05
HH001267_PP1,HH001267,client_1,life,839.98,806350.78,2047-09-29
HH001268_PP1,HH001268,client_1,ltc,107.62,584264.65,2046-12-21
HH001269_PP1,HH001269,client_1,ltc,18.32,85440.18,2043-07-27
HH001270_PP1,HH001270,client_1,life,116.74,193138.67,2045-05-06
HH001271_PP1,HH001271,client_1,disability,159.92,681936.82,2052-03-17
HH001272_PP1,HH001272,client_1,ltc,120.59,474291.47,2037-06-29
HH001274_PP1,HH001274,client_1,disability,80.14,233127.45,2051-09-21
HH001277_PP1,HH001277,client_1,life,41.18,247475.1,2032-03-17
HH001279_PP1,HH001279,client_1,disability,586.21,704500.38,2051-07-07
HH001281_PP1,HH001281,client_1,life,156.97,229233.95,2033-08-02
HH001282_PP1,HH001282,client_1,disability,532.82,623001.19,2045-03-31
HH001284_PP1,HH001284,client_1,life,476.6,480428.57,2040-06-03
HH001285_PP1,HH001285,client_1,disability,263.88,360097.14,2056-08-26
HH001287_PP1,HH001287,client_1,ltc,184.93,957747.68,2031-12-09
HH001289_PP1,HH001289,client_1,life,130.87,566936.95,2047-07-08
HH001291_PP1,HH001291,client_1,ltc,141.14,675712.27,2049-06-27
HH001292_PP1,HH001292,client_1,disability,2993.52,4723356.69,2050-01-02
HH001300_PP1,HH001300,client_1,life,255.14,513014.3,2054-07-12
HH001301_PP1,HH001301,client_1,disability,853.23,1344136.57,2051-10-20
HH001302_PP1,HH001302,client_1,disability,200.09,929604.11,2042-02-02
HH001303_PP1,HH001303,client_1,disability,568.51,677409.4,2048-07-13
HH001304_PP1,HH001304,client_1,life,408.26,630241.07,2035-07-26
HH001305_PP1,HH001305,client_1,disability,1501.52,1703483.37,2054-09-02
HH001308_PP1,HH001308,client_1,ltc,818.17,796972.13,2036-05-31
HH001310_PP1,HH001310,client_1,ltc,27.07,77183.75,2052-02-21
HH001313_PP1,HH001313,client_1,disability,231.89,335580.7,2039-10-29
HH001314_PP1,HH001314,client_1,disability,189.82,219174.33,2050-03-29
HH001316_PP1,HH001316,client_1,disability,67.11,341933.1,2047-09-05
HH001318_PP1,HH001318,client_1,life,195.79,1075237.4,2058-01-02
HH001320_PP1,HH001320,client_1,ltc,473.63,1468826.55,2041-04-06
HH001328_PP1,HH001328,client_1,ltc,220.9,325206.4,2042-08-08
HH001330_PP1,HH001330,client_1,life,53.46,66363.38,2060-11-18
HH001331_PP1,HH001331,client_1,disability,638.06,847538.9,2046-06-29
HH001332_PP1,HH001332,client_1,disability,81.77,248685.53,2035-04-24
HH001335_PP1,HH001335,client_1,life,1504.18,1506638.45,2059-09-14
HH001336_PP1,HH001336,client_1,ltc,168.75,226455.43,2057-08-15
HH001337_PP1,HH001337,client_1,disability,203.62,256506.1,2035-12-15
HH001338_PP1,HH001338,client_1,life,240.47,1186110.43,2043-08-05
HH001339_PP1,HH001339,client_1,ltc,286.04,748762.17,2040-06-27
HH001340_PP1,HH001340,client_1,disability,632.88,725577.94,2054-10-01
HH001341_PP1,HH001341,client_1,ltc,641.43,978501.27,2049-07-15
HH001342_PP1,HH001342,client_1,life,225.11,379003.75,2058-07-02
HH001344_PP1,HH001344,client_1,life,1032.98,1706453.06,2052-11-04
HH001347_PP1,HH001347,client_1,ltc,2410.41,3236128.31,2039-06-22
HH001349_PP1,HH001349,client_1,ltc,1477.37,1975638.31,2048-05-18
HH001350_PP1,HH001350,client_1,ltc,793.22,729683.2,2039-06-23
HH001352_PP1,HH001352,client_1,ltc,111.35,201291.99,2054-04-20
HH001353_PP1,HH001353,client_1,disability,720.1,1362918.71,2060-06-11
HH001354_PP1,HH001354,client_1,disability,432.32,544265.26,2058-04-11
HH001356_PP1,HH001356,client_1,life,408.34,518479.85,2045-06-14
HH001358_PP1,HH001358,client_1,disability,611.28,1547016.81,2052-10-25
HH001360_PP1,HH001360,client_1,life,910.7,1014967.7,2049-03-20
HH001363_PP1,HH001363,client_1,disability,745.5,1473532.63,2033-10-26
HH001365_PP1,HH001365,client_1,ltc,1329.52,1736073.58,2059-12-23
HH001367_PP1,HH001367,client_1,disability,1758.59,1725490.27,2055-08-07
HH001369_PP1,HH001369,client_1,ltc,136.05,243445.82,2044-11-24
HH001370_PP1,HH001370,client_1,ltc,705.68,672253.9,2033-03-22
HH001374_PP1,HH001374,client_1,ltc,41.57,262882.98,2056-03-29
HH001376_PP1,HH001376,client_1,ltc,219.39,263861.89,2053-01-08
HH001378_PP1,HH001378,client_1,life,228.29,1141003.53,2046-06-20
HH001379_PP1,HH001379,client_1,disability,831.14,1137515.02,2032-11-04
HH001380_PP1,HH001380,client_1,life,142.96,391798.96,2051-01-24
HH001384_PP1,HH001384,client_1,disability,362.5,418755.04,2040-04-28
HH001385_PP1,HH001385,client_1,ltc,120.67,143991.47,2032-03-27
HH001389_PP1,HH001389,client_1,disability,411.9,568731.94,2037-01-27
HH001391_PP1,HH001391,client_1,life,735.33,668971.79,2036-09-22
HH001393_PP1,HH001393,client_1,ltc,1616.44,1528192.84,2059-06-27
HH001394_PP1,HH001394,client_1,ltc,187.95,344453.78,2039-01-24
HH001396_PP1,HH001396,client_1,disability,75.21,107685.85,2040-01-06
HH001397_PP1,HH001397,client_1,life,778.97,1157580.48,2035-05-20
HH001399_PP1,HH001399,client_1,ltc,247.95,352582.8,2051-07-19
HH001400_PP1,HH001400,client_1,ltc,8.13,51332.08,2048-05-28
HH001401_PP1,HH001401,client_1,disability,39.3,191759.31,2042-04-22
HH001402_PP1,HH001402,client_1,ltc,942.9,930759.93,2041-07-14
HH001403_PP1,HH001403,client_1,disability,950.28,1101084.73,2046-11-13
HH001404_PP1,HH001404,client_1,life,600.22,795993.88,2041-12-23
HH001405_PP1,HH001405,client_1,disability,229.1,248040.2,2046-06-10
HH001406_PP1,HH001406,client_1,ltc,155.91,166040.6,2044-01-01
HH001407_PP1,HH001407,client_1,disability,542.55,816907.19,2037-05-24
HH001409_PP1,HH001409,client_1,disability,396.33,1341123.61,2055-08-27
HH001410_PP1,HH001410,client_1,disability,154.55,367951.81,2049-03-01
HH001411_PP1,HH001411,client_1,disability,508.69,552086.12,2034-04-26
HH001412_PP1,HH001412,client_1,life,714.36,830009.53,2041-06-14
HH001413_PP1,HH001413,client_1,ltc,67.26,234716.38,2037-12-06
HH001414_PP1,HH001414,client_1,life,369.12,891093.3,2050-04-29
HH001415_PP1,HH001415,client_1,disability,161.03,151044.23,2059-12-26
HH001418_PP1,HH001418,client_1,life,227.06,370034.91,2037-06-23
HH001419_PP1,HH001419,client_1,life,51.97,236741.74,2059-02-22
HH001421_PP1,HH001421,client_1,disability,554.77,2293764.44,2057-06-15
HH001423_PP1,HH001423,client_1,ltc,277.27,274295.04,2048-05-27
HH001427_PP1,HH001427,client_1,ltc,250.79,369804.1,2052-04-09
HH001429_PP1,HH001429,client_1,disability,118.73,212856.83,2045-01-21
HH001431_PP1,HH001431,client_1,disability,829.28,789544.07,2040-02-01
HH001432_PP1,HH001432,client_1,life,45.53,143098.49,2055-01-28
HH001433_PP1,HH001433,client_1,disability,65.95,225992.77,2039-03-26
HH001434_PP1,HH001434,client_1,ltc,410.91,379942.08,2039-03-13
HH001437_PP1,HH001437,client_1,disability,322.1,778736.23,2038-08-17
HH001440_PP1,HH001440,client_1,ltc,1123.88,1336806.03,2042-11-21
HH001443_PP1,HH001443,client_1,disability,828.63,1420169.08,2056-06-17
HH001444_PP1,HH001444,client_1,life,323.95,1237572.69,2042-06-19
HH001445_PP1,HH001445,client_1,life,523.94,913247.63,2038-05-25
HH001446_PP1,HH001446,client_1,disability,805.61,1608160.97,2059-01-26
HH001448_PP1,HH001448,client_1,disability,647.16,626719.58,2050-09-22
HH001449_PP1,HH001449,client_1,life,60.06,209360.5,2034-04-27
HH001451_PP1,HH001451,client_1,life,636.93,1401327.78,2043-10-14
HH001452_PP1,HH001452,client_1,life,268.88,762425.98,2045-08-13
HH001453_PP1,HH001453,client_1,disability,227.65,395080.95,2037-05-26
HH001455_PP1,HH001455,client_1,ltc,271.25,445780.64,2059-08-04
HH001456_PP1,HH001456,client_1,ltc,272.77,435179.12,2040-12-02
HH001457_PP1,HH001457,client_1,ltc,377.16,416908.43,2058-03-09
HH001458_PP1,HH001458,client_1,life,418.63,1009114.02,2033-07-21
HH001460_PP1,HH001460,client_1,disability,2839.75,3022618.29,2046-01-17
HH001462_PP1,HH001462,client_1,ltc,401.97,385611.92,2046-11-15
HH001463_PP1,HH001463,client_1,disability,153.56,414426.71,2033-10-19
HH001466_PP1,HH001466,client_1,ltc,323.07,382967.33,2056-11-30
HH001468_PP1,HH001468,client_1,life,1218.4,2314759.81,2060-01-25
HH001469_PP1,HH001469,client_1,life,304.98,279651.98,2050-12-07
HH001470_PP1,HH001470,client_1,disability,119.8,377624.37,2056-01-28
HH001471_PP1,HH001471,client_1,disability,314.14,297477.44,2060-10-13
HH001472_PP1,HH001472,client_1,life,1054.78,1414566.34,2035-09-01
HH001473_PP1,HH001473,client_1,disability,348.74,453190.92,2040-11-20
HH001474_PP1,HH001474,client_1,disability,87.72,480453.03,2051-11-01
HH001475_PP1,HH001475,client_1,ltc,283.87,585631.8,2031-06-28
HH001476_PP1,HH001476,client_1,life,278.2,372369.61,2041-11-22
HH001477_PP1,HH001477,client_1,life,917.72,1059472.44,2037-09-13
HH001479_PP1,HH001479,client_1,ltc,162.87,353779.02,2034-07-22
HH001480_PP1,HH001480,client_1,life,424.42,732285.05,2047-12-12
HH001481_PP1,HH001481,client_1,ltc,108.9,177968.17,2040-08-11
HH001482_PP1,HH001482,client_1,disability,541.83,1804178.17,2049-04-16
HH001483_PP1,HH001483,client_1,disability,999.68,2773208.56,2049-10-29
HH001486_PP1,HH001486,client_1,ltc,1949.51,4306774.66,2052-01-21
HH001488_PP1,HH001488,client_1,life,120.87,192498.53,2042-05-30
HH001489_PP1,HH001489,client_1,disability,448.81,523132.08,2035-05-20
HH001492_PP1,HH001492,client_1,life,176.69,549927.67,2052-04-26
HH001493_PP1,HH001493,client_1,disability,157.23,202731.09,2052-05-22
HH001494_PP1,HH001494,client_1,life,275.14,776256.57,2049-02-13
HH001497_PP1,HH001497,client_1,disability,524.17,686119.82,2052-06-21
HH001499_PP1,HH001499,client_1,life,297.23,322741.6,2043-09-13
HH001503_PP1,HH001503,client_1,life,344.82,420973.24,2046-06-05
HH001507_PP1,HH001507,client_1,life,704.18,652167.36,2036-11-28
HH001508_PP1,HH001508,client_1,disability,339.25,346292.47,2050-01-10
HH001509_PP1,HH001509,client_1,life,158.17,880264.73,2056-01-08
HH001513_PP1,HH001513,client_1,disability,240.47,378501.92,2058-03-04
HH001515_PP1,HH001515,client_1,ltc,332.13,685253.12,2033-04-16
HH001520_PP1,HH001520,client_1,life,798.59,1885563.74,2040-09-22
HH001521_PP1,HH001521,client_1,disability,297.61,566864.25,2051-03-20
HH001523_PP1,HH001523,client_1,life,387.03,621439.57,2049-10-20
HH001528_PP1,HH001528,client_1,ltc,180.58,213542.0,2059-02-06
HH001531_PP1,HH001531,client_1,disability,766.05,3565429.27,2033-07-23
HH001532_PP1,HH001532,client_1,life,428.29,432496.45,2058-11-01
HH001533_PP1,HH001533,client_1,life,233.74,270480.49,2043-09-09
HH001534_PP1,HH001534,client_1,life,207.46,204821.27,2054-04-13
HH001538_PP1,HH001538,client_1,disability,1763.53,1829107.84,2033-09-19
HH001544_PP1,HH001544,client_1,ltc,1899.71,1761568.12,2050-08-16
HH001546_PP1,HH001546,client_1,disability,98.52,377910.9,2035-11-24
HH001551_PP1,HH001551,client_1,life,155.24,411242.1,2038-10-09
HH001553_PP1,HH001553,client_1,disability,334.32,326724.53,2052-09-06
HH001554_PP1,HH001554,client_1,disability,168.33,275909.53,2051-10-04
HH001559_PP1,HH001559,client_1,ltc,191.45,298937.67,2048-09-20
HH001563_PP1,HH001563,client_1,ltc,281.9,390679.39,2060-09-13
HH001564_PP1,HH001564,client_1,life,451.56,579633.83,2038-01-06
HH001565_PP1,HH001565,client_1,disability,874.48,908173.03,2041-03-22
HH001570_PP1,HH001570,client_1,ltc,30.43,114984.97,2044-04-09
HH001571_PP1,HH001571,client_1,life,630.39,1287406.16,2037-01-07
HH001572_PP1,HH001572,client_1,disability,155.32,755738.45,2042-08-28
HH001576_PP1,HH001576,client_1,disability,328.22,420271.39,2059-08-29
HH001577_PP1,HH001577,client_1,life,549.62,691570.86,2037-06-22
HH001579_PP1,HH001579,client_1,disability,18.48,50000.0,2032-11-23
HH001580_PP1,HH001580,client_1,disability,381.22,634753.81,2038-05-30
HH001581_PP1,HH001581,client_1,ltc,2190.55,2886456.71,2047-07-15
HH001582_PP1,HH001582,client_1,life,522.11,483233.49,2056-06-23
HH001585_PP1,HH001585,client_1,life,1026.27,1194629.93,2050-08-05
HH001587_PP1,HH001587,client_1,disability,1196.12,1834781.71,2033-11-02
HH001588_PP1,HH001588,client_1,ltc,693.78,651750.11,2034-10-05
HH001590_PP1,HH001590,client_1,disability,328.39,825392.01,2051-10-14
HH001592_PP1,HH001592,client_1,life,399.51,429563.79,2059-09-30
HH001593_PP1,HH001593,client_1,ltc,359.63,328530.14,2057-05-10
HH001595_PP1,HH001595,client_1,ltc,585.07,789871.78,2035-09-09
HH001597_PP1,HH001597,client_1,ltc,177.21,454874.07,2055-01-09
HH001598_PP1,HH001598,client_1,disability,767.85,975654.35,2051-06-16
HH001600_PP1,HH001600,client_1,disability,143.44,309499.73,2050-05-26
HH001601_PP1,HH001601,client_1,life,350.37,519075.71,2051-11-13
HH001602_PP1,HH001602,client_1,disability,517.54,621794.62,2050-09-08
HH001603_PP1,HH001603,client_1,ltc,118.81,190473.1,2051-11-29
HH001607_PP1,HH001607,client_1,life,165.82,221395.51,2038-02-23
HH001609_PP1,HH001609,client_1,disability,77.75,251204.99,2044-04-22
HH001610_PP1,HH001610,client_1,disability,455.05,520838.97,2042-02-06
HH001613_PP1,HH001613,client_1,life,118.06,307578.71,2042-04-18
HH001614_PP1,HH001614,client_1,life,176.11,525754.11,2048-10-13
HH001615_PP1,HH001615,client_1,life,157.63,590925.46,2051-10-23
HH001616_PP1,HH001616,client_1,life,409.61,598348.75,2057-02-15
HH001619_PP1,HH001619,client_1,ltc,721.67,740911.06,2040-08-14
HH001620_PP1,HH001620,client_1,life,408.44,455727.51,2047-08-22
HH001623_PP1,HH001623,client_1,life,305.27,620929.58,2038-05-07
HH001624_PP1,HH001624,client_1,ltc,312.45,411275.52,2043-07-22
HH001625_PP1,HH001625,client_1,life,94.19,422253.89,2036-07-17
HH001626_PP1,HH001626,client_1,ltc,219.01,340775.64,2031-10-15
HH001627_PP1,HH001627,client_1,ltc,217.17,237564.68,2058-11-28
HH001628_PP1,HH001628,client_1,disability,624.46,1078885.13,2048-04-09
HH001629_PP1,HH001629,client_1,disability,237.28,711100.34,2056-10-31
HH001632_PP1,HH001632,client_1,life,261.47,619927.87,2032-12-01
HH001633_PP1,HH001633,client_1,life,126.07,249978.95,2050-07-23
HH001635_PP1,HH001635,client_1,ltc,114.87,254762.55,2039-08-01
HH001638_PP1,HH001638,client_1,life,265.72,444637.94,2055-01-03
HH001639_PP1,HH001639,client_1,disability,147.73,441728.28,2051-06-25
HH001640_PP1,HH001640,client_1,life,88.22,149358.73,2056-09-23
HH001644_PP1,HH001644,client_1,ltc,208.46,347452.24,2036-02-12
HH001647_PP1,HH001647,client_1,ltc,835.08,1474178.84,2037-05-26
HH001649_PP1,HH001649,client_1,ltc,218.28,362932.6,2061-01-03
HH001650_PP1,HH001650,client_1,ltc,616.08,567843.61,2038-04-26
HH001651_PP1,HH001651,client_1,life,548.19,670482.14,2033-03-13
HH001652_PP1,HH001652,client_1,ltc,142.95,873712.79,2057-10-21
HH001654_PP1,HH001654,client_1,disability,164.94,524499.27,2047-09-18
HH001655_PP1,HH001655,client_1,life,65.97,270533.49,2056-09-17
HH001656_PP1,HH001656,client_1,life,117.5,274228.94,2058-10-15
HH001659_PP1,HH001659,client_1,disability,987.64,1102212.85,2053-03-17
HH001662_PP1,HH001662,client_1,ltc,1992.2,2170101.09,2060-03-08
HH001663_PP1,HH001663,client_1,life,223.16,328697.0,2043-03-07
HH001664_PP1,HH001664,client_1,life,600.79,549971.15,2043-02-13
HH001665_PP1,HH001665,client_1,disability,912.69,2817080.05,2040-12-22
HH001666_PP1,HH001666,client_1,life,314.35,673785.06,2053-04-12
HH001667_PP1,HH001667,client_1,disability,216.14,269835.32,2034-09-03
HH001669_PP1,HH001669,client_1,disability,1914.21,1879881.35,2035-09-07
HH001673_PP1,HH001673,client_1,disability,267.76,277068.29,2033-12-31
HH001674_PP1,HH001674,client_1,life,787.86,2036781.06,2055-01-30
HH001677_PP1,HH001677,client_1,life,756.99,756151.46,2034-10-23
HH001683_PP1,HH001683,client_1,disability,218.7,294047.62,2043-08-25
HH001684_PP1,HH001684,client_1,ltc,237.06,366861.79,2051-02-08
HH001685_PP1,HH001685,client_1,disability,138.11,495886.2,2033-10-22
HH001686_PP1,HH001686,client_1,ltc,812.85,841355.71,2047-01-24
HH001687_PP1,HH001687,client_1,ltc,240.31,303155.27,2057-08-21
HH001693_PP1,HH001693,client_1,disability,72.66,125377.64,2050-04-20
HH001694_PP1,HH001694,client_1,life,395.07,362876.22,2046-09-10
HH001697_PP1,HH001697,client_1,ltc,588.62,566792.59,2033-07-13
HH001699_PP1,HH001699,client_1,disability,430.21,963212.41,2055-07-22
HH001703_PP1,HH001703,client_1,life,598.16,1160207.91,2044-09-27
HH001704_PP1,HH001704,client_1,disability,156.08,296520.73,2040-08-07
HH001706_PP1,HH001706,client_1,life,75.95,484289.49,2033-10-06
HH001708_PP1,HH001708,client_1,ltc,838.63,847914.99,2044-02-11
HH001709_PP1,HH001709,client_1,disability,124.02,416042.85,2056-01-17
HH001710_PP1,HH001710,client_1,life,563.71,515209.56,2047-05-22
HH001711_PP1,HH001711,client_1,life,280.51,381947.84,2034-06-05
HH001712_PP1,HH001712,client_1,disability,719.14,694312.93,2054-08-14
HH001713_PP1,HH001713,client_1,ltc,992.39,942092.34,2059-07-18
HH001716_PP1,HH001716,client_1,life,75.18,147490.74,2054-12-21
HH001717_PP1,HH001717,client_1,life,194.85,308135.17,2055-07-24
HH001719_PP1,HH001719,client_1,disability,225.49,613601.43,2033-10-29
HH001720_PP1,HH001720,client_1,disability,363.5,334904.22,2041-10-04
HH001721_PP1,HH001721,client_1,life,422.86,677644.57,2039-01-13
HH001722_PP1,HH001722,client_1,disability,450.95,460611.93,2052-06-03
HH001724_PP1,HH001724,client_1,ltc,108.09,600058.26,2042-07-16
HH001726_PP1,HH001726,client_1,life,293.69,673321.76,2055-10-04
HH001727_PP1,HH001727,client_1,disability,269.98,376132.66,2034-08-29
HH001729_PP1,HH001729,client_1,ltc,300.07,336221.59,2031-05-18
HH001730_PP1,HH001730,client_1,disability,362.33,394807.46,2033-12-05
HH001731_PP1,HH001731,client_1,life,49.51,145845.81,2049-11-18
HH001732_PP1,HH001732,client_1,ltc,239.48,402766.13,2058-08-24
HH001733_PP1,HH001733,client_1,life,165.7,337830.27,2059-06-25
HH001734_PP1,HH001734,client_1,life,39.85,205987.68,2054-10-19
HH001735_PP1,HH001735,client_1,life,95.68,223323.24,2054-12-11
HH001737_PP1,HH001737,client_1,ltc,798.96,773567.18,2048-02-05
HH001738_PP1,HH001738,client_1,disability,1450.75,2036471.38,2053-08-03
HH001739_PP1,HH001739,client_1,ltc,99.29,169389.21,2044-01-23
HH001740_PP1,HH001740,client_1,ltc,55.5,319993.79,2038-06-10
HH001741_PP1,HH001741,client_1,ltc,368.26,684641.79,2032-02-27
HH001743_PP1,HH001743,client_1,ltc,1681.39,1575659.11,2049-07-26
HH001744_PP1,HH001744,client_1,disability,92.5,98039.99,2056-06-28
HH001746_PP1,HH001746,client_1,ltc,483.82,464575.51,2038-02-20
HH001748_PP1,HH001748,client_1,disability,216.44,569163.04,2038-04-21
HH001749_PP1,HH001749,client_1,disability,1073.9,2132264.22,2049-08-09
HH001750_PP1,HH001750,client_1,disability,633.94,639331.83,2034-03-14
HH001752_PP1,HH001752,client_1,ltc,275.9,291695.23,2035-11-04
HH001754_PP1,HH001754,client_1,life,246.3,322499.9,2032-01-29
HH001755_PP1,HH001755,client_1,ltc,37.38,87770.04,2031-10-16
HH001756_PP1,HH001756,client_1,ltc,475.15,988785.52,2044-06-19
HH001757_PP1,HH001757,client_1,life,272.31,502089.99,2036-01-18
HH001758_PP1,HH001758,client_1,ltc,173.07,170743.75,2032-02-10
HH001759_PP1,HH001759,client_1,life,1430.2,2155602.35,2035-02-16
HH001761_PP1,HH001761,client_1,disability,839.5,1181306.9,2060-10-25
HH001764_PP1,HH001764,client_1,life,67.94,265637.75,2048-01-22
HH001769_PP1,HH001769,client_1,life,103.52,270884.43,2033-01-09
HH001772_PP1,HH001772,client_1,ltc,309.19,1037212.0,2047-04-23
HH001774_PP1,HH001774,client_1,disability,348.76,337131.57,2033-06-21
HH001776_PP1,HH001776,client_1,disability,255.8,492435.26,2053-07-19
HH001778_PP1,HH001778,client_1,disability,202.89,562370.01,2048-05-17
HH001780_PP1,HH001780,client_1,life,646.53,828061.39,2042-10-25
HH001781_PP1,HH001781,client_1,life,99.35,349192.07,2044-01-12
HH001784_PP1,HH001784,client_1,disability,1007.73,1080954.89,2052-12-30
HH001785_PP1,HH001785,client_1,disability,603.72,1390401.87,2051-07-24
HH001787_PP1,HH001787,client_1,life,367.37,516742.29,2042-05-13
HH001788_PP1,HH001788,client_1,life,499.75,455764.43,2034-01-02
HH001790_PP1,HH001790,client_1,life,704.95,804505.24,2043-05-11
HH001791_PP1,HH001791,client_1,disability,288.92,782223.66,2042-10-26
HH001792_PP1,HH001792,client_1,disability,393.75,467067.84,2052-02-07
HH001795_PP1,HH001795,client_1,life,177.24,425305.41,2039-05-12
HH001796_PP1,HH001796,client_1,ltc,456.45,498725.47,2049-08-26
HH001798_PP1,HH001798,client_1,disability,131.57,831639.03,2060-11-18
HH001803_PP1,HH001803,client_1,ltc,1143.73,1541693.28,2057-12-19
HH001804_PP1,HH001804,client_1,life,96.12,518842.78,2051-02-16
HH001805_PP1,HH001805,client_1,ltc,186.89,1006574.72,2057-02-01
HH001808_PP1,HH001808,client_1,ltc,452.94,522342.91,2055-08-08
HH001809_PP1,HH001809,client_1,life,771.89,1539080.46,2049-11-27
HH001812_PP1,HH001812,client_1,life,127.76,361848.68,2037-12-02
HH001813_PP1,HH001813,client_1,disability,220.41,212133.47,2043-09-27
HH001814_PP1,HH001814,client_1,ltc,1136.06,1064655.48,2039-01-09
HH001815_PP1,HH001815,client_1,life,147.91,519652.83,2031-06-04
HH001817_PP1,HH001817,client_1,ltc,36.44,172497.46,2034-09-28
HH001819_PP1,HH001819,client_1,life,499.3,1134270.27,2051-04-15
HH001821_PP1,HH001821,client_1,ltc,97.59,607680.31,2040-02-10
HH001822_PP1,HH001822,client_1,disability,779.57,2486123.23,2050-01-30
HH001824_PP1,HH001824,client_1,disability,251.55,796712.41,2039-08-20
HH001826_PP1,HH001826,client_1,ltc,174.49,192602.56,2050-06-09
HH001827_PP1,HH001827,client_1,ltc,677.63,750265.82,2060-05-28
HH001828_PP1,HH001828,client_1,ltc,236.89,254441.89,2047-03-18
HH001829_PP1,HH001829,client_1,life,403.53,799455.94,2055-03-19
HH001830_PP1,HH001830,client_1,ltc,440.55,486559.0,2058-11-20
HH001831_PP1,HH001831,client_1,life,442.21,550275.51,2043-11-18
HH001832_PP1,HH001832,client_1,life,494.56,1965953.38,2059-07-08
HH001833_PP1,HH001833,client_1,disability,855.33,1153148.03,2053-12-01
HH001834_PP1,HH001834,client_1,life,545.8,641483.32,2053-10-27
HH001839_PP1,HH001839,client_1,disability,624.75,759721.18,2034-02-16
HH001840_PP1,HH001840,client_1,life,272.86,362298.04,2060-03-15
HH001841_PP1,HH001841,client_1,life,409.98,596319.24,2039-10-29
HH001842_PP1,HH001842,client_1,disability,141.74,349861.52,2031-12-30
HH001843_PP1,HH001843,client_1,disability,194.39,714080.87,2055-07-09
HH001845_PP1,HH001845,client_1,life,525.71,764933.55,2049-10-10
HH001847_PP1,HH001847,client_1,disability,157.81,715036.73,2055-03-15
HH001848_PP1,HH001848,client_1,disability,354.56,434160.14,2051-04-18
HH001850_PP1,HH001850,client_1,disability,673.51,661298.31,2036-01-15
HH001851_PP1,HH001851,client_1,disability,357.41,351737.36,2049-10-28
HH001853_PP1,HH001853,client_1,disability,403.78,472296.35,2031-07-08
HH001857_PP1,HH001857,client_1,ltc,139.78,753536.62,2057-03-15
HH001858_PP1,HH001858,client_1,disability,77.5,367420.42,2052-02-12
HH001859_PP1,HH001859,client_1,disability,84.94,196627.5,2048-03-09
HH001860_PP1,HH001860,client_1,ltc,774.29,1079525.24,2043-08-23
HH001861_PP1,HH001861,client_1,ltc,178.62,733521.35,2032-07-10
HH001863_PP1,HH001863,client_1,disability,1658.78,1761705.59,2053-05-09
HH001866_PP1,HH001866,client_1,ltc,49.18,157031.34,2040-06-15
HH001867_PP1,HH001867,client_1,life,829.81,1361826.52,2045-05-09
HH001868_PP1,HH001868,client_1,life,294.59,328090.91,2041-12-16
HH001869_PP1,HH001869,client_1,disability,1436.3,1439370.53,2048-11-09
HH001870_PP1,HH001870,client_1,life,518.72,473333.98,2048-01-03
HH001872_PP1,HH001872,client_1,life,129.8,216876.37,2054-03-11
HH001875_PP1,HH001875,client_1,life,446.38,1090188.95,2054-10-31
HH001876_PP1,HH001876,client_1,ltc,416.93,519801.26,2059-11-07
HH001878_PP1,HH001878,client_1,ltc,289.7,900763.79,2058-02-12
HH001879_PP1,HH001879,client_1,life,479.4,548156.91,2048-01-29
HH001880_PP1,HH001880,client_1,life,297.96,796306.66,2038-12-27
HH001881_PP1,HH001881,client_1,life,146.2,678193.7,2056-06-02
HH001882_PP1,HH001882,client_1,life,1215.67,1163157.36,2052-09-01
HH001884_PP1,HH001884,client_1,disability,346.88,939730.08,2054-05-20
HH001885_PP1,HH001885,client_1,life,35.05,169116.37,2043-09-11
HH001887_PP1,HH001887,client_1,disability,391.46,1755863.47,2057-09-19
HH001888_PP1,HH001888,client_1,disability,2250.17,3333331.48,2038-04-06
HH001893_PP1,HH001893,client_1,disability,509.03,1002460.53,2042-08-22
HH001898_PP1,HH001898,client_1,ltc,1495.82,3121785.32,2053-03-06
HH001899_PP1,HH001899,client_1,ltc,372.19,1494747.01,2038-07-15
HH001901_PP1,HH001901,client_1,life,25.11,117014.95,2053-08-15
HH001902_PP1,HH001902,client_1,ltc,55.6,60762.98,2044-02-25
HH001903_PP1,HH001903,client_1,disability,1957.55,2708050.17,2058-03-08
HH001907_PP1,HH001907,client_1,disability,72.56,482029.35,2058-02-27
HH001908_PP1,HH001908,client_1,ltc,306.26,288017.93,2057-10-06
HH001910_PP1,HH001910,client_1,disability,84.52,93595.5,2057-02-01
HH001911_PP1,HH001911,client_1,disability,431.73,839433.36,2042-03-19
HH001912_PP1,HH001912,client_1,disability,196.23,181340.9,2055-06-04
HH001914_PP1,HH001914,client_1,life,171.35,298932.29,2033-11-02
HH001915_PP1,HH001915,client_1,ltc,147.25,283308.34,2033-04-23
HH001919_PP1,HH001919,client_1,ltc,1366.22,2581433.77,2056-06-23
HH001920_PP1,HH001920,client_1,ltc,155.87,311707.44,2035-12-22
