asset_id,household_id,owner,asset_type,subtype,provider_type,value,is_joint
HH000449_A1,HH000449,client_1,brokerage,taxable,advisor_platform,4026641.72,False
HH000449_A2,HH000449,client_1,retirement,401k_ira,bank,1639418.0,False
HH000449_A3,HH000449,joint,cash,bank,advisor_platform,297605.6,True
HH000449_A4,HH000449,client_1,alternatives,private_markets,advisor_platform,750078.79,False
HH000449_A5,HH000449,client_1,property,primary_residence,advisor_platform,4875511.17,False
HH000450_A1,HH000450,client_1,brokerage,taxable,advisor_platform,792595.54,False
HH000450_A2,HH000450,client_1,retirement,401k_ira,bank,360731.92,False
HH000450_A3,HH000450,client_1,cash,bank,insurance,118758.34,False
HH000450_A4,HH000450,client_1,alternatives,private_markets,brokerage,40256.32,False
HH000450_A5,HH000450,client_2,property,primary_residence,advisor_platform,944926.24,False
HH000451_A1,HH000451,client_1,brokerage,taxable,insurance,610732.68,False
HH000451_A2,HH000451,client_1,retirement,401k_ira,retirement_platform,238987.63,False
HH000451_A3,HH000451,joint,cash,bank,brokerage,112375.91,True
HH000451_A4,HH000451,client_1,alternatives,private_markets,retirement_platform,6440.43,False
HH000451_A5,HH000451,joint,property,primary_residence,bank,759259.0,True
HH000452_A1,HH000452,joint,brokerage,taxable,insurance,382581.21,True
HH000452_A2,HH000452,client_1,retirement,401k_ira,retirement_platform,236920.32,False
HH000452_A3,HH000452,client_1,cash,bank,insurance,80446.58,False
HH000452_A4,HH000452,client_2,alternatives,private_markets,bank,21909.55,False
HH000452_A5,HH000452,client_1,property,primary_residence,advisor_platform,547122.52,False
HH000453_A1,HH000453,client_1,brokerage,taxable,insurance,686619.5,False
HH000453_A2,HH000453,client_1,retirement,401k_ira,advisor_platform,205866.07,False
HH000453_A3,HH000453,joint,cash,bank,insurance,116994.49,True
HH000453_A4,HH000453,client_1,alternatives,private_markets,bank,32656.1,False
HH000453_A5,HH000453,client_1,property,primary_residence,brokerage,442088.37,False
HH000454_A1,HH000454,client_1,brokerage,taxable,insurance,289014.06,False
HH000454_A2,HH000454,client_2,retirement,401k_ira,retirement_platform,137559.61,False
HH000454_A3,HH000454,joint,cash,bank,bank,61983.92,True
HH000454_A4,HH000454,client_1,alternatives,private_markets,advisor_platform,14924.59,False
HH000454_A5,HH000454,joint,property,primary_residence,bank,385258.52,True
HH000455_A1,HH000455,client_1,brokerage,taxable,retirement_platform,297396.83,False
HH000455_A2,HH000455,client_2,retirement,401k_ira,bank,142233.04,False
HH000455_A3,HH000455,client_1,cash,bank,insurance,37164.25,False
HH000455_A4,HH000455,client_2,alternatives,private_markets,retirement_platform,15054.76,False
HH000455_A5,HH000455,client_1,property,primary_residence,retirement_platform,361790.38,False
HH000456_A1,HH000456,client_1,brokerage,taxable,brokerage,1653926.85,False
HH000456_A2,HH000456,client_2,retirement,401k_ira,advisor_platform,253557.42,False
HH000456_A3,HH000456,joint,cash,bank,brokerage,97561.96,True
HH000456_A4,HH000456,client_1,alternatives,private_markets,insurance,67444.98,False
HH000456_A5,HH000456,joint,property,primary_residence,advisor_platform,775443.94,True
HH000457_A1,HH000457,joint,brokerage,taxable,brokerage,388409.74,True
HH000457_A2,HH000457,client_1,retirement,401k_ira,insurance,209623.86,False
HH000457_A3,HH000457,client_1,cash,bank,advisor_platform,75291.55,False
HH000457_A4,HH000457,client_1,alternatives,private_markets,insurance,14951.23,False
HH000457_A5,HH000457,client_1,property,primary_residence,insurance,665088.81,False
HH000458_A1,HH000458,joint,brokerage,taxable,insurance,295182.07,True
HH000458_A2,HH000458,client_1,retirement,401k_ira,advisor_platform,196356.5,False
HH000458_A3,HH000458,client_1,cash,bank,insurance,50532.51,False
HH000458_A4,HH000458,client_2,alternatives,private_markets,advisor_platform,13491.05,False
HH000458_A5,HH000458,client_2,property,primary_residence,bank,204253.66,False
HH000459_A1,HH000459,client_1,brokerage,taxable,retirement_platform,392703.12,False
HH000459_A2,HH000459,client_1,retirement,401k_ira,bank,120708.85,False
HH000459_A3,HH000459,joint,cash,bank,insurance,65628.0,True
HH000459_A4,HH000459,client_2,alternatives,private_markets,bank,909.87,False
HH000459_A5,HH000459,joint,property,primary_residence,bank,350000.0,True
HH000460_A1,HH000460,client_2,brokerage,taxable,advisor_platform,312469.59,False
HH000460_A2,HH000460,client_1,retirement,401k_ira,insurance,114275.2,False
HH000460_A3,HH000460,client_1,cash,bank,bank,38839.91,False
HH000460_A4,HH000460,client_1,alternatives,private_markets,bank,19484.12,False
HH000460_A5,HH000460,joint,property,primary_residence,insurance,282324.0,True
HH000461_A1,HH000461,client_1,brokerage,taxable,brokerage,331036.19,False
HH000461_A2,HH000461,client_1,retirement,401k_ira,retirement_platform,124814.21,False
HH000461_A3,HH000461,client_1,cash,bank,brokerage,58289.43,False
HH000461_A4,HH000461,client_1,alternatives,private_markets,advisor_platform,6247.49,False
HH000461_A5,HH000461,client_1,property,primary_residence,brokerage,350000.0,False
HH000462_A1,HH000462,joint,brokerage,taxable,bank,182492.04,True
HH000462_A2,HH000462,client_2,retirement,401k_ira,advisor_platform,103318.8,False
HH000462_A3,HH000462,joint,cash,bank,bank,58585.16,True
HH000462_A4,HH000462,client_2,property,primary_residence,insurance,300000.0,False
HH000463_A1,HH000463,joint,brokerage,taxable,bank,2182576.94,True
HH000463_A2,HH000463,client_2,retirement,401k_ira,bank,1532909.66,False
HH000463_A3,HH000463,joint,cash,bank,insurance,438011.05,True
HH000463_A4,HH000463,client_1,alternatives,private_markets,retirement_platform,157463.94,False
HH000463_A5,HH000463,joint,property,primary_residence,advisor_platform,1585006.12,True
HH000464_A1,HH000464,joint,brokerage,taxable,bank,423938.91,True
HH000464_A2,HH000464,client_1,retirement,401k_ira,insurance,328603.9,False
HH000464_A3,HH000464,joint,cash,bank,insurance,64062.22,True
HH000464_A4,HH000464,client_2,alternatives,private_markets,brokerage,7542.71,False
HH000464_A5,HH000464,client_1,property,primary_residence,brokerage,377907.12,False
HH000465_A1,HH000465,client_1,brokerage,taxable,bank,291353.39,False
HH000465_A2,HH000465,client_1,retirement,401k_ira,brokerage,137798.13,False
HH000465_A3,HH000465,client_1,cash,bank,advisor_platform,90832.18,False
HH000465_A4,HH000465,client_1,alternatives,private_markets,insurance,1799.07,False
HH000465_A5,HH000465,client_1,property,primary_residence,insurance,455556.53,False
HH000466_A1,HH000466,client_1,brokerage,taxable,insurance,182765.73,False
HH000466_A2,HH000466,client_1,retirement,401k_ira,retirement_platform,51468.8,False
HH000466_A3,HH000466,client_1,cash,bank,advisor_platform,29248.57,False
HH000466_A4,HH000466,joint,property,primary_residence,insurance,300000.0,True
HH000467_A1,HH000467,client_1,brokerage,taxable,brokerage,455707.82,False
HH000467_A2,HH000467,client_2,retirement,401k_ira,insurance,137439.41,False
HH000467_A3,HH000467,joint,cash,bank,retirement_platform,44495.99,True
HH000467_A4,HH000467,client_1,alternatives,private_markets,retirement_platform,7822.99,False
HH000467_A5,HH000467,joint,property,primary_residence,advisor_platform,256249.97,True
HH000468_A1,HH000468,joint,brokerage,taxable,brokerage,258879.82,True
HH000468_A2,HH000468,client_2,retirement,401k_ira,brokerage,117442.62,False
HH000468_A3,HH000468,client_1,cash,bank,advisor_platform,42024.37,False
HH000468_A4,HH000468,client_1,alternatives,private_markets,insurance,13046.9,False
HH000468_A5,HH000468,joint,property,primary_residence,insurance,363720.29,True
HH000469_A1,HH000469,joint,brokerage,taxable,bank,574240.64,True
HH000469_A2,HH000469,client_1,retirement,401k_ira,retirement_platform,413889.56,False
HH000469_A3,HH000469,client_1,cash,bank,retirement_platform,100113.43,False
HH000469_A4,HH000469,client_1,alternatives,private_markets,advisor_platform,40629.48,False
HH000469_A5,HH000469,joint,property,primary_residence,insurance,497996.58,True
HH000470_A1,HH000470,client_1,brokerage,taxable,retirement_platform,660133.75,False
HH000470_A2,HH000470,client_1,retirement,401k_ira,advisor_platform,217317.41,False
HH000470_A3,HH000470,client_2,cash,bank,advisor_platform,150721.49,False
HH000470_A4,HH000470,client_1,alternatives,private_markets,retirement_platform,25401.68,False
HH000470_A5,HH000470,joint,property,primary_residence,brokerage,777475.07,True
HH000471_A1,HH000471,joint,brokerage,taxable,retirement_platform,132164.25,True
HH000471_A2,HH000471,client_2,retirement,401k_ira,insurance,74805.34,False
HH000471_A3,HH000471,client_1,cash,bank,brokerage,43930.27,False
HH000471_A4,HH000471,client_1,property,primary_residence,insurance,300000.0,False
HH000472_A1,HH000472,joint,brokerage,taxable,retirement_platform,264417.0,True
HH000472_A2,HH000472,client_2,retirement,401k_ira,brokerage,137173.73,False
HH000472_A3,HH000472,joint,cash,bank,bank,50058.25,True
HH000472_A4,HH000472,client_2,alternatives,private_markets,retirement_platform,1371.21,False
HH000472_A5,HH000472,client_2,property,primary_residence,retirement_platform,363550.07,False
HH000473_A1,HH000473,client_1,brokerage,taxable,bank,153016.6,False
HH000473_A2,HH000473,client_2,retirement,401k_ira,insurance,55241.1,False
HH000473_A3,HH000473,joint,cash,bank,advisor_platform,30849.11,True
HH000473_A4,HH000473,client_2,alternatives,private_markets,advisor_platform,10893.18,False
HH000473_A5,HH000473,joint,property,primary_residence,brokerage,175492.23,True
HH000474_A1,HH000474,joint,brokerage,taxable,brokerage,773015.36,True
HH000474_A2,HH000474,client_1,retirement,401k_ira,bank,907715.66,False
HH000474_A3,HH000474,joint,cash,bank,insurance,275355.9,True
HH000474_A4,HH000474,client_1,alternatives,private_markets,insurance,43913.08,False
HH000474_A5,HH000474,joint,property,primary_residence,bank,694658.55,True
HH000475_A1,HH000475,client_1,brokerage,taxable,bank,4541568.12,False
HH000475_A2,HH000475,client_1,retirement,401k_ira,retirement_platform,1589612.9,False
HH000475_A3,HH000475,client_2,cash,bank,insurance,725393.75,False
HH000475_A4,HH000475,client_1,alternatives,private_markets,retirement_platform,860479.07,False
HH000475_A5,HH000475,client_1,property,primary_residence,retirement_platform,948377.19,False
HH000476_A1,HH000476,client_1,brokerage,taxable,retirement_platform,246097.64,False
HH000476_A2,HH000476,client_2,retirement,401k_ira,brokerage,112681.25,False
HH000476_A3,HH000476,client_1,cash,bank,bank,54143.61,False
HH000476_A4,HH000476,client_1,alternatives,private_markets,retirement_platform,16346.36,False
HH000476_A5,HH000476,client_1,property,primary_residence,advisor_platform,347568.59,False
HH000477_A1,HH000477,client_2,brokerage,taxable,brokerage,3043998.09,False
HH000477_A2,HH000477,client_1,retirement,401k_ira,insurance,1394686.66,False
HH000477_A3,HH000477,client_1,cash,bank,brokerage,626841.12,False
HH000477_A4,HH000477,client_1,alternatives,private_markets,advisor_platform,291523.33,False
HH000477_A5,HH000477,joint,property,primary_residence,retirement_platform,6340041.48,True
HH000478_A1,HH000478,client_1,brokerage,taxable,retirement_platform,203195.96,False
HH000478_A2,HH000478,client_1,retirement,401k_ira,bank,107727.54,False
HH000478_A3,HH000478,client_1,cash,bank,retirement_platform,35642.33,False
HH000478_A4,HH000478,client_2,alternatives,private_markets,insurance,17518.87,False
HH000478_A5,HH000478,client_1,property,primary_residence,retirement_platform,324105.7,False
HH000479_A1,HH000479,client_1,brokerage,taxable,retirement_platform,155529.76,False
HH000479_A2,HH000479,client_1,retirement,401k_ira,brokerage,54986.18,False
HH000479_A3,HH000479,client_1,cash,bank,brokerage,31805.76,False
HH000479_A4,HH000479,client_1,alternatives,private_markets,insurance,7678.29,False
HH000479_A5,HH000479,client_1,property,primary_residence,advisor_platform,350000.0,False
HH000480_A1,HH000480,client_1,brokerage,taxable,bank,872363.29,False
HH000480_A2,HH000480,client_1,retirement,401k_ira,brokerage,563035.87,False
HH000480_A3,HH000480,joint,cash,bank,retirement_platform,263753.74,True
HH000480_A4,HH000480,client_1,alternatives,private_markets,brokerage,29428.66,False
HH000480_A5,HH000480,client_1,property,primary_residence,insurance,964710.9,False
HH000481_A1,HH000481,client_1,brokerage,taxable,bank,978762.9,False
HH000481_A2,HH000481,client_2,retirement,401k_ira,insurance,328542.63,False
HH000481_A3,HH000481,client_2,cash,bank,insurance,183006.58,False
HH000481_A4,HH000481,client_2,alternatives,private_markets,brokerage,65481.04,False
HH000481_A5,HH000481,client_1,property,primary_residence,brokerage,827486.9,False
HH000482_A1,HH000482,joint,brokerage,taxable,retirement_platform,889690.24,True
HH000482_A2,HH000482,client_2,retirement,401k_ira,retirement_platform,347018.92,False
HH000482_A3,HH000482,client_2,cash,bank,bank,166278.73,False
HH000482_A4,HH000482,client_1,alternatives,private_markets,insurance,222598.28,False
HH000482_A5,HH000482,client_1,property,primary_residence,brokerage,1417630.85,False
HH000483_A1,HH000483,client_2,brokerage,taxable,bank,745372.96,False
HH000483_A2,HH000483,client_1,retirement,401k_ira,bank,340770.8,False
HH000483_A3,HH000483,client_1,cash,bank,insurance,224998.49,False
HH000483_A4,HH000483,client_1,alternatives,private_markets,retirement_platform,63800.28,False
HH000483_A5,HH000483,joint,property,primary_residence,insurance,603163.49,True
HH000484_A1,HH000484,client_1,brokerage,taxable,brokerage,284515.06,False
HH000484_A2,HH000484,client_1,retirement,401k_ira,bank,115275.87,False
HH000484_A3,HH000484,client_1,cash,bank,retirement_platform,62425.0,False
HH000484_A4,HH000484,client_1,alternatives,private_markets,retirement_platform,23743.27,False
HH000484_A5,HH000484,client_1,property,primary_residence,brokerage,350000.0,False
HH000485_A1,HH000485,client_1,brokerage,taxable,insurance,268807.56,False
HH000485_A2,HH000485,client_1,retirement,401k_ira,bank,190605.77,False
HH000485_A3,HH000485,client_2,cash,bank,retirement_platform,36667.7,False
HH000485_A4,HH000485,client_2,alternatives,private_markets,bank,24654.43,False
HH000485_A5,HH000485,client_1,property,primary_residence,retirement_platform,244980.18,False
HH000486_A1,HH000486,client_1,brokerage,taxable,retirement_platform,150609.1,False
HH000486_A2,HH000486,client_2,retirement,401k_ira,brokerage,60453.52,False
HH000486_A3,HH000486,joint,cash,bank,insurance,38937.37,True
HH000486_A4,HH000486,joint,property,primary_residence,bank,300000.0,True
HH000487_A1,HH000487,joint,brokerage,taxable,advisor_platform,1817773.39,True
HH000487_A2,HH000487,client_1,retirement,401k_ira,retirement_platform,927980.23,False
HH000487_A3,HH000487,client_1,cash,bank,insurance,333037.97,False
HH000487_A4,HH000487,client_1,alternatives,private_markets,bank,152280.98,False
HH000487_A5,HH000487,joint,property,primary_residence,bank,934000.84,True
HH000488_A1,HH000488,client_1,brokerage,taxable,retirement_platform,306618.21,False
HH000488_A2,HH000488,client_2,retirement,401k_ira,advisor_platform,147181.91,False
HH000488_A3,HH000488,joint,cash,bank,advisor_platform,39716.08,True
HH000488_A4,HH000488,client_1,property,primary_residence,retirement_platform,405575.81,False
HH000489_A1,HH000489,client_1,brokerage,taxable,retirement_platform,284159.03,False
HH000489_A2,HH000489,client_2,retirement,401k_ira,advisor_platform,171569.01,False
HH000489_A3,HH000489,client_2,cash,bank,brokerage,68708.74,False
HH000489_A4,HH000489,client_1,alternatives,private_markets,advisor_platform,22262.87,False
HH000489_A5,HH000489,client_1,property,primary_residence,bank,395642.67,False
HH000490_A1,HH000490,client_1,brokerage,taxable,brokerage,830769.69,False
HH000490_A2,HH000490,client_1,retirement,401k_ira,brokerage,398251.08,False
HH000490_A3,HH000490,client_2,cash,bank,brokerage,79813.85,False
HH000490_A4,HH000490,client_1,alternatives,private_markets,brokerage,203841.07,False
HH000490_A5,HH000490,joint,property,primary_residence,insurance,1178953.04,True
HH000491_A1,HH000491,client_2,brokerage,taxable,retirement_platform,136222.95,False
HH000491_A2,HH000491,client_1,retirement,401k_ira,advisor_platform,75000.0,False
HH000491_A3,HH000491,client_2,cash,bank,insurance,38777.05,False
HH000491_A4,HH000491,joint,property,primary_residence,retirement_platform,300000.0,True
HH000492_A1,HH000492,joint,brokerage,taxable,bank,689131.01,True
HH000492_A2,HH000492,client_2,retirement,401k_ira,insurance,410955.0,False
HH000492_A3,HH000492,client_1,cash,bank,insurance,222499.51,False
HH000492_A4,HH000492,client_1,alternatives,private_markets,retirement_platform,66958.29,False
HH000492_A5,HH000492,client_2,property,primary_residence,advisor_platform,391273.79,False
HH000493_A1,HH000493,client_1,brokerage,taxable,bank,765801.28,False
HH000493_A2,HH000493,client_1,retirement,401k_ira,retirement_platform,258781.91,False
HH000493_A3,HH000493,joint,cash,bank,retirement_platform,75416.81,True
HH000493_A4,HH000493,client_1,property,primary_residence,bank,557578.4,False
HH000494_A1,HH000494,client_2,brokerage,taxable,brokerage,674233.96,False
HH000494_A2,HH000494,client_2,retirement,401k_ira,bank,175797.12,False
HH000494_A3,HH000494,joint,cash,bank,brokerage,110081.59,True
HH000494_A4,HH000494,client_2,property,primary_residence,retirement_platform,367979.69,False
HH000495_A1,HH000495,client_2,brokerage,taxable,bank,398112.47,False
HH000495_A2,HH000495,client_1,retirement,401k_ira,bank,205064.41,False
HH000495_A3,HH000495,client_1,cash,bank,retirement_platform,121581.42,False
HH000495_A4,HH000495,client_1,alternatives,private_markets,bank,26830.73,False
HH000495_A5,HH000495,client_2,property,primary_residence,retirement_platform,380087.18,False
HH000496_A1,HH000496,client_1,brokerage,taxable,insurance,2002705.64,False
HH000496_A2,HH000496,client_1,retirement,401k_ira,retirement_platform,635504.1,False
HH000496_A3,HH000496,client_1,cash,bank,advisor_platform,182772.31,False
HH000496_A4,HH000496,client_1,alternatives,private_markets,brokerage,209577.1,False
HH000496_A5,HH000496,joint,property,primary_residence,bank,2561816.12,True
HH000497_A1,HH000497,client_1,brokerage,taxable,brokerage,132112.11,False
HH000497_A2,HH000497,client_1,retirement,401k_ira,insurance,82742.65,False
HH000497_A3,HH000497,client_1,cash,bank,bank,34799.92,False
HH000497_A4,HH000497,client_1,alternatives,private_markets,brokerage,345.31,False
HH000497_A5,HH000497,joint,property,primary_residence,insurance,350000.0,True
HH000498_A1,HH000498,client_1,brokerage,taxable,retirement_platform,479394.04,False
HH000498_A2,HH000498,client_1,retirement,401k_ira,brokerage,225084.34,False
HH000498_A3,HH000498,joint,cash,bank,retirement_platform,122032.83,True
HH000498_A4,HH000498,client_1,alternatives,private_markets,advisor_platform,31699.09,False
HH000498_A5,HH000498,joint,property,primary_residence,insurance,639245.28,True
HH000499_A1,HH000499,joint,brokerage,taxable,insurance,374970.88,True
HH000499_A2,HH000499,client_1,retirement,401k_ira,insurance,223426.33,False
HH000499_A3,HH000499,joint,cash,bank,insurance,117722.82,True
HH000499_A4,HH000499,client_1,alternatives,private_markets,brokerage,16337.54,False
HH000499_A5,HH000499,client_1,property,primary_residence,retirement_platform,361211.71,False
HH000500_A1,HH000500,client_1,brokerage,taxable,insurance,133288.79,False
HH000500_A2,HH000500,client_1,retirement,401k_ira,insurance,90529.31,False
HH000500_A3,HH000500,client_1,cash,bank,insurance,37488.51,False
HH000500_A4,HH000500,client_1,alternatives,private_markets,brokerage,9800.52,False
HH000500_A5,HH000500,client_1,property,primary_residence,retirement_platform,192938.4,False
HH000501_A1,HH000501,joint,brokerage,taxable,bank,406918.45,True
HH000501_A2,HH000501,client_2,retirement,401k_ira,bank,174211.39,False
HH000501_A3,HH000501,client_1,cash,bank,advisor_platform,81944.17,False
HH000501_A4,HH000501,client_2,alternatives,private_markets,advisor_platform,32414.18,False
HH000501_A5,HH000501,joint,property,primary_residence,brokerage,656180.66,True
HH000502_A1,HH000502,joint,brokerage,taxable,advisor_platform,724703.92,True
HH000502_A2,HH000502,client_1,retirement,401k_ira,brokerage,234103.99,False
HH000502_A3,HH000502,joint,cash,bank,insurance,133354.9,True
HH000502_A4,HH000502,client_1,alternatives,private_markets,bank,18150.18,False
HH000502_A5,HH000502,client_1,property,primary_residence,bank,481280.01,False
HH000503_A1,HH000503,client_1,brokerage,taxable,retirement_platform,2537062.63,False
HH000503_A2,HH000503,client_1,retirement,401k_ira,bank,943536.13,False
HH000503_A3,HH000503,client_1,cash,bank,bank,235833.99,False
HH000503_A4,HH000503,client_1,alternatives,private_markets,advisor_platform,409676.45,False
HH000503_A5,HH000503,client_1,property,primary_residence,advisor_platform,1056879.67,False
HH000504_A1,HH000504,joint,brokerage,taxable,advisor_platform,422425.84,True
HH000504_A2,HH000504,client_1,retirement,401k_ira,advisor_platform,161455.72,False
HH000504_A3,HH000504,client_1,cash,bank,insurance,84129.76,False
HH000504_A4,HH000504,client_1,alternatives,private_markets,retirement_platform,8944.93,False
HH000504_A5,HH000504,joint,property,primary_residence,brokerage,520149.2,True
HH000505_A1,HH000505,client_1,brokerage,taxable,advisor_platform,3625436.11,False
HH000505_A2,HH000505,client_1,retirement,401k_ira,insurance,1954145.49,False
HH000505_A3,HH000505,client_1,cash,bank,bank,314075.34,False
HH000505_A4,HH000505,client_1,alternatives,private_markets,retirement_platform,944016.76,False
HH000505_A5,HH000505,client_1,property,primary_residence,advisor_platform,4729499.45,False
HH000506_A1,HH000506,joint,brokerage,taxable,insurance,562217.04,True
HH000506_A2,HH000506,client_1,retirement,401k_ira,brokerage,231131.11,False
HH000506_A3,HH000506,joint,cash,bank,insurance,155413.24,True
HH000506_A4,HH000506,client_1,alternatives,private_markets,retirement_platform,20585.69,False
HH000506_A5,HH000506,joint,property,primary_residence,insurance,419528.97,True
HH000507_A1,HH000507,client_2,brokerage,taxable,retirement_platform,281689.36,False
HH000507_A2,HH000507,client_2,retirement,401k_ira,bank,231563.97,False
HH000507_A3,HH000507,client_1,cash,bank,brokerage,101148.02,False
HH000507_A4,HH000507,client_1,alternatives,private_markets,advisor_platform,15419.29,False
HH000507_A5,HH000507,client_1,property,primary_residence,advisor_platform,327719.94,False
HH000508_A1,HH000508,client_1,brokerage,taxable,brokerage,136355.54,False
HH000508_A2,HH000508,client_1,retirement,401k_ira,retirement_platform,75000.0,False
HH000508_A3,HH000508,client_1,cash,bank,bank,38644.46,False
HH000508_A4,HH000508,joint,property,primary_residence,advisor_platform,300000.0,True
HH000509_A1,HH000509,client_1,brokerage,taxable,retirement_platform,269609.44,False
HH000509_A2,HH000509,client_1,retirement,401k_ira,bank,93589.09,False
HH000509_A3,HH000509,client_1,cash,bank,retirement_platform,57982.88,False
HH000509_A4,HH000509,client_1,alternatives,private_markets,advisor_platform,9696.28,False
HH000509_A5,HH000509,client_1,property,primary_residence,insurance,368640.24,False
HH000510_A1,HH000510,client_1,brokerage,taxable,retirement_platform,517472.39,False
HH000510_A2,HH000510,client_1,retirement,401k_ira,brokerage,299889.83,False
HH000510_A3,HH000510,client_1,cash,bank,advisor_platform,93398.78,False
HH000510_A4,HH000510,client_1,alternatives,private_markets,advisor_platform,37049.24,False
HH000510_A5,HH000510,client_1,property,primary_residence,advisor_platform,380286.97,False
HH000511_A1,HH000511,client_2,brokerage,taxable,advisor_platform,1031816.51,False
HH000511_A2,HH000511,client_2,retirement,401k_ira,insurance,399513.17,False
HH000511_A3,HH000511,joint,cash,bank,retirement_platform,158178.83,True
HH000511_A4,HH000511,client_1,alternatives,private_markets,brokerage,8413.9,False
HH000511_A5,HH000511,client_1,property,primary_residence,brokerage,1277314.66,False
HH000512_A1,HH000512,client_2,brokerage,taxable,brokerage,233287.48,False
HH000512_A2,HH000512,client_1,retirement,401k_ira,insurance,75033.42,False
HH000512_A3,HH000512,joint,cash,bank,insurance,35262.45,True
HH000512_A4,HH000512,client_1,alternatives,private_markets,insurance,2965.01,False
HH000512_A5,HH000512,client_1,property,primary_residence,advisor_platform,350550.49,False
HH000513_A1,HH000513,joint,brokerage,taxable,brokerage,1679054.62,True
HH000513_A2,HH000513,client_2,retirement,401k_ira,bank,760183.81,False
HH000513_A3,HH000513,client_1,cash,bank,advisor_platform,226452.09,False
HH000513_A4,HH000513,client_2,alternatives,private_markets,brokerage,191744.35,False
HH000513_A5,HH000513,client_1,property,primary_residence,advisor_platform,871882.91,False
HH000514_A1,HH000514,client_1,brokerage,taxable,retirement_platform,554702.33,False
HH000514_A2,HH000514,client_1,retirement,401k_ira,insurance,429639.5,False
HH000514_A3,HH000514,client_1,cash,bank,bank,138933.37,False
HH000514_A4,HH000514,client_1,alternatives,private_markets,bank,14072.4,False
HH000514_A5,HH000514,client_1,property,primary_residence,bank,654417.97,False
HH000515_A1,HH000515,client_1,brokerage,taxable,bank,2522249.39,False
HH000515_A2,HH000515,client_1,retirement,401k_ira,bank,1104096.98,False
HH000515_A3,HH000515,client_1,cash,bank,retirement_platform,254212.54,False
HH000515_A4,HH000515,client_2,alternatives,private_markets,brokerage,416024.75,False
HH000515_A5,HH000515,joint,property,primary_residence,retirement_platform,4432216.3,True
HH000516_A1,HH000516,joint,brokerage,taxable,retirement_platform,609646.37,True
HH000516_A2,HH000516,client_1,retirement,401k_ira,brokerage,219839.1,False
HH000516_A3,HH000516,client_1,cash,bank,advisor_platform,118136.38,False
HH000516_A4,HH000516,client_2,alternatives,private_markets,bank,36131.75,False
HH000516_A5,HH000516,client_2,property,primary_residence,bank,413532.16,False
HH000517_A1,HH000517,client_2,brokerage,taxable,advisor_platform,183542.42,False
HH000517_A2,HH000517,client_1,retirement,401k_ira,advisor_platform,136905.78,False
HH000517_A3,HH000517,joint,cash,bank,advisor_platform,48040.82,True
HH000517_A4,HH000517,client_1,alternatives,private_markets,advisor_platform,5763.29,False
HH000517_A5,HH000517,joint,property,primary_residence,bank,364530.72,True
HH000518_A1,HH000518,joint,brokerage,taxable,brokerage,686079.12,True
HH000518_A2,HH000518,client_1,retirement,401k_ira,advisor_platform,253876.4,False
HH000518_A3,HH000518,client_1,cash,bank,bank,160044.48,False
HH000518_A4,HH000518,joint,property,primary_residence,advisor_platform,638355.17,True
HH000519_A1,HH000519,joint,brokerage,taxable,retirement_platform,939103.23,True
HH000519_A2,HH000519,client_2,retirement,401k_ira,bank,332360.36,False
HH000519_A3,HH000519,client_1,cash,bank,retirement_platform,131721.61,False
HH000519_A4,HH000519,client_1,alternatives,private_markets,bank,30212.11,False
HH000519_A5,HH000519,joint,property,primary_residence,advisor_platform,660658.4,True
HH000520_A1,HH000520,joint,brokerage,taxable,bank,159576.15,True
HH000520_A2,HH000520,client_2,retirement,401k_ira,insurance,89267.08,False
HH000520_A3,HH000520,joint,cash,bank,advisor_platform,48713.72,True
HH000520_A4,HH000520,joint,property,primary_residence,brokerage,300000.0,True
HH000521_A1,HH000521,client_2,brokerage,taxable,insurance,1312307.95,False
HH000521_A2,HH000521,client_1,retirement,401k_ira,advisor_platform,397078.18,False
HH000521_A3,HH000521,client_2,cash,bank,brokerage,275836.56,False
HH000521_A4,HH000521,client_1,alternatives,private_markets,retirement_platform,14777.32,False
HH000521_A5,HH000521,joint,property,primary_residence,bank,918601.51,True
HH000522_A1,HH000522,client_1,brokerage,taxable,retirement_platform,407937.79,False
HH000522_A2,HH000522,client_1,retirement,401k_ira,brokerage,303985.33,False
HH000522_A3,HH000522,joint,cash,bank,insurance,101894.41,True
HH000522_A4,HH000522,client_1,alternatives,private_markets,retirement_platform,1563.11,False
HH000522_A5,HH000522,joint,property,primary_residence,insurance,341866.65,True
HH000523_A1,HH000523,joint,brokerage,taxable,retirement_platform,956811.97,True
HH000523_A2,HH000523,client_2,retirement,401k_ira,bank,593516.49,False
HH000523_A3,HH000523,client_1,cash,bank,advisor_platform,185223.23,False
HH000523_A4,HH000523,client_1,alternatives,private_markets,retirement_platform,79495.22,False
HH000523_A5,HH000523,client_2,property,primary_residence,insurance,1225797.05,False
HH000524_A1,HH000524,joint,brokerage,taxable,insurance,312785.25,True
HH000524_A2,HH000524,client_1,retirement,401k_ira,bank,246941.73,False
HH000524_A3,HH000524,joint,cash,bank,bank,93660.96,True
HH000524_A4,HH000524,client_1,alternatives,private_markets,brokerage,319.16,False
HH000524_A5,HH000524,joint,property,primary_residence,brokerage,541391.22,True
HH000525_A1,HH000525,joint,brokerage,taxable,advisor_platform,393950.82,True
HH000525_A2,HH000525,client_2,retirement,401k_ira,bank,243407.19,False
