liability_id,household_id,type,monthly_cost,outstanding,interest_rate,final_payment_date
HH000974_L1,HH000974,mortgage,1614.43,114832.24,4.63,2033-12-17
HH000977_L1,HH000977,mortgage,2010.1,117549.57,5.75,2031-06-11
HH000977_L2,HH000977,loan,542.52,3699.15,27.42,2027-10-14
HH000978_L2,HH000978,loan,276.26,1934.33,8.46,2028-07-05
HH000979_L1,HH000979,mortgage,2384.98,187912.19,3.34,2033-05-25
HH000980_L1,HH000980,mortgage,3528.57,214152.84,3.7,2032-04-08
HH000981_L1,HH000981,mortgage,3411.16,313025.85,5.53,2034-11-01
HH000982_L2,HH000982,loan,394.11,1949.01,11.07,2032-03-03
HH000984_L1,HH000984,mortgage,1884.98,224458.62,6.18,2038-07-07
HH000984_L2,HH000984,loan,276.76,2691.33,23.38,2031-04-17
HH000986_L1,HH000986,mortgage,2155.88,130586.11,7.48,2031-11-13
HH000988_L1,HH000988,mortgage,4115.49,105554.39,5.21,2037-11-24
HH000990_L1,HH000990,mortgage,5582.15,81700.89,3.86,2054-12-19
HH000990_L2,HH000990,credit_card,532.35,19282.82,20.96,
HH000991_L1,HH000991,mortgage,12350.17,661482.08,5.15,2032-01-02
HH000991_L2,HH000991,loan,193.21,3028.0,16.82,2032-02-05
HH000993_L1,HH000993,mortgage,3503.6,405582.39,4.36,2036-07-14
HH000996_L1,HH000996,mortgage,2533.38,91105.35,4.61,2029-10-29
HH000996_L2,HH000996,loan,308.83,4606.67,18.78,2032-11-09
HH000997_L1,HH000997,mortgage,3028.72,141629.23,6.46,2031-05-21
HH000998_L1,HH000998,mortgage,3000.33,105199.22,7.04,2029-12-04
HH000999_L1,HH000999,mortgage,5552.53,210537.82,5.8,2030-03-31
HH001002_L1,HH001002,mortgage,2482.0,177256.48,3.5,2033-06-09
HH001004_L1,HH001004,mortgage,4913.54,119579.63,4.68,2031-08-04
HH001005_L1,HH001005,mortgage,3511.63,213396.16,7.02,2032-12-26
HH001006_L1,HH001006,mortgage,1394.36,97721.29,3.4,2033-12-07
HH001006_L2,HH001006,loan,117.02,1504.8,22.85,2027-06-26
HH001007_L1,HH001007,mortgage,4298.61,122924.72,5.73,2040-07-05
HH001007_L2,HH001007,credit_card,1397.3,15905.68,26.48,
HH001008_L2,HH001008,loan,67.86,1068.23,12.66,2030-07-17
HH001009_L1,HH001009,mortgage,1172.12,80940.45,4.46,2032-08-05
HH001010_L1,HH001010,mortgage,2182.0,73288.8,5.47,2029-07-15
HH001011_L1,HH001011,mortgage,2086.65,46886.83,6.03,2033-05-28
HH001012_L1,HH001012,mortgage,4403.93,105804.55,3.92,2053-01-08
HH001013_L1,HH001013,mortgage,4825.12,206285.81,7.08,2030-04-29
HH001014_L1,HH001014,mortgage,2232.93,10125.46,6.06,2035-11-10
HH001014_L2,HH001014,credit_card,1056.96,31280.2,24.38,
HH001015_L1,HH001015,mortgage,2932.95,179184.2,4.96,2032-12-04
HH001015_L2,HH001015,loan,203.11,2938.79,26.75,2032-06-09
HH001016_L1,HH001016,mortgage,6433.24,121864.2,3.64,2030-02-05
HH001019_L1,HH001019,mortgage,3700.7,147591.22,4.01,2030-07-24
HH001021_L1,HH001021,mortgage,5499.5,138284.95,4.3,2046-01-08
HH001022_L1,HH001022,mortgage,1401.9,147619.43,3.71,2036-12-26
HH001022_L2,HH001022,loan,78.73,672.39,25.65,2032-07-29
HH001024_L2,HH001024,loan,170.01,1686.4,25.8,2033-03-09
HH001025_L1,HH001025,mortgage,1906.54,171463.83,5.17,2036-01-20
HH001026_L1,HH001026,mortgage,2075.29,255829.09,4.37,2037-04-18
HH001026_L2,HH001026,loan,197.08,1340.34,12.25,2031-09-15
HH001028_L1,HH001028,mortgage,5023.8,73923.48,4.21,2051-06-26
HH001028_L2,HH001028,credit_card,895.87,16757.76,12.87,
HH001030_L1,HH001030,mortgage,3532.86,250378.37,4.77,2033-08-08
HH001030_L2,HH001030,loan,475.47,7171.79,11.45,2029-12-13
HH001032_L2,HH001032,loan,207.06,2307.95,21.95,2028-07-31
HH001033_L1,HH001033,mortgage,4792.13,108666.77,4.07,2036-07-11
HH001033_L2,HH001033,credit_card,969.65,27431.73,21.84,
HH001037_L1,HH001037,mortgage,2327.2,129623.54,5.36,2031-10-11
HH001038_L1,HH001038,mortgage,2041.88,207112.33,5.22,2035-07-03
HH001039_L1,HH001039,mortgage,2044.4,183879.06,4.66,2035-10-22
HH001040_L1,HH001040,mortgage,4599.8,113602.47,4.32,2055-09-01
HH001040_L2,HH001040,credit_card,1018.66,22054.27,23.91,
HH001041_L1,HH001041,mortgage,1297.85,53958.05,4.73,2030-08-22
HH001042_L2,HH001042,loan,379.86,6707.16,18.37,2029-07-09
HH001046_L1,HH001046,mortgage,2324.86,160718.1,4.12,2033-11-28
HH001046_L2,HH001046,loan,192.73,3260.7,19.33,2027-05-06
HH001047_L2,HH001047,loan,176.56,1145.52,22.98,2030-01-02
HH001048_L1,HH001048,mortgage,5002.04,249018.72,3.14,2030-10-17
HH001049_L2,HH001049,loan,252.17,3129.75,21.71,2028-08-03
HH001054_L1,HH001054,mortgage,4725.87,317660.32,4.0,2033-04-02
HH001055_L1,HH001055,mortgage,1710.75,175056.67,5.74,2036-03-09
HH001058_L1,HH001058,mortgage,4512.71,178237.02,4.28,2030-06-10
HH001059_L1,HH001059,mortgage,5575.72,474688.82,4.42,2035-08-18
HH001060_L2,HH001060,loan,302.34,2058.28,26.16,2030-03-06
HH001062_L1,HH001062,mortgage,5422.98,448032.87,5.94,2035-03-31
HH001063_L1,HH001063,mortgage,6931.91,252265.57,4.39,2030-03-01
HH001064_L1,HH001064,mortgage,3514.19,110785.56,6.28,2029-06-07
HH001066_L1,HH001066,mortgage,3195.39,475478.05,5.59,2039-08-04
HH001066_L2,HH001066,loan,336.98,2599.22,23.81,2031-09-16
HH001067_L1,HH001067,mortgage,2447.5,161112.31,6.19,2033-03-26
HH001068_L1,HH001068,mortgage,1630.44,176676.87,4.39,2036-08-17
HH001069_L1,HH001069,mortgage,7912.42,137837.43,4.04,2040-10-13
HH001070_L1,HH001070,mortgage,3897.19,157870.06,4.67,2048-09-15
HH001071_L1,HH001071,mortgage,5414.34,111244.29,7.05,2049-09-17
HH001072_L1,HH001072,mortgage,2438.06,97588.11,6.55,2029-11-28
HH001074_L1,HH001074,mortgage,1270.38,77750.46,5.28,2032-09-21
HH001077_L1,HH001077,mortgage,7471.21,175405.64,4.04,2037-01-01
HH001077_L2,HH001077,loan,329.89,5713.64,24.41,2028-04-09
HH001078_L1,HH001078,mortgage,9966.04,127593.25,5.43,2055-08-11
HH001078_L2,HH001078,credit_card,1802.84,18609.51,9.19,
HH001079_L1,HH001079,mortgage,3578.02,100870.74,4.38,2029-04-27
HH001083_L1,HH001083,mortgage,3246.22,81009.94,4.84,2028-11-06
HH001084_L1,HH001084,mortgage,4633.03,470318.41,4.63,2037-02-03
HH001085_L1,HH001085,mortgage,3318.77,188466.3,6.4,2032-01-25
HH001087_L1,HH001087,mortgage,4345.2,322587.17,6.69,2033-05-24
HH001090_L2,HH001090,loan,347.53,5885.23,17.68,2031-09-05
HH001091_L1,HH001091,mortgage,3707.64,175378.48,5.78,2030-11-18
HH001092_L1,HH001092,mortgage,2456.63,352455.45,6.08,2042-01-05
HH001093_L2,HH001093,loan,196.63,2494.4,14.83,2032-08-10
HH001094_L1,HH001094,mortgage,3088.96,375692.51,4.59,2038-04-13
HH001094_L2,HH001094,loan,326.82,3382.98,20.55,2031-10-03
HH001095_L1,HH001095,mortgage,5360.2,161014.46,4.95,2029-04-24
HH001096_L2,HH001096,loan,226.57,3551.87,10.94,2032-06-25
HH001098_L2,HH001098,loan,494.88,2587.61,17.53,2033-02-17
HH001099_L1,HH001099,mortgage,4305.06,200600.59,5.56,2030-10-11
HH001101_L1,HH001101,mortgage,1466.96,235904.7,3.77,2043-07-10
HH001104_L1,HH001104,mortgage,1649.41,21243.4,4.26,2053-09-17
HH001105_L2,HH001105,loan,269.15,4561.33,12.57,2030-08-04
HH001107_L1,HH001107,mortgage,2411.21,391917.23,4.34,2041-01-12
HH001109_L1,HH001109,mortgage,1074.92,129889.83,5.94,2039-04-10
HH001110_L1,HH001110,mortgage,25409.31,157693.55,4.97,2040-07-18
HH001110_L2,HH001110,credit_card,480.64,7756.65,28.05,
HH001111_L1,HH001111,mortgage,3778.05,157609.98,6.11,2030-05-28
HH001112_L1,HH001112,mortgage,7142.12,117080.84,4.45,2051-07-13
HH001112_L2,HH001112,credit_card,1859.56,52813.71,25.37,
HH001113_L1,HH001113,mortgage,5505.41,216190.71,5.34,2030-04-20
HH001115_L1,HH001115,mortgage,3029.63,90901.64,6.19,2029-04-25
HH001116_L1,HH001116,mortgage,4196.84,209216.49,4.82,2031-08-31
HH001116_L2,HH001116,loan,494.8,3099.94,22.98,2031-01-16
HH001117_L1,HH001117,mortgage,3487.4,121008.45,5.79,2029-11-21
HH001119_L1,HH001119,mortgage,3771.01,138875.47,3.45,2029-07-18
HH001120_L2,HH001120,loan,497.66,5320.81,9.11,2030-08-26
HH001121_L1,HH001121,mortgage,1735.53,153285.18,6.65,2034-06-12
HH001121_L2,HH001121,loan,106.42,1125.68,17.5,2029-08-07
HH001122_L1,HH001122,mortgage,2238.14,139050.2,6.49,2031-11-20
HH001122_L2,HH001122,loan,383.38,5386.51,10.22,2031-08-07
HH001123_L1,HH001123,mortgage,1706.67,106630.44,4.64,2032-10-23
HH001124_L1,HH001124,mortgage,3396.04,45786.61,3.95,2046-02-22
HH001124_L2,HH001124,credit_card,1500.2,50386.07,26.38,
HH001127_L1,HH001127,mortgage,5278.39,44786.09,6.03,2049-09-29
HH001127_L2,HH001127,credit_card,1142.12,37899.35,23.53,
HH001129_L1,HH001129,mortgage,209.42,3884.84,5.47,2028-01-11
HH001130_L1,HH001130,mortgage,779.39,58283.06,6.06,2033-11-10
HH001131_L1,HH001131,mortgage,11011.51,116302.11,4.78,2049-04-25
HH001131_L2,HH001131,credit_card,368.92,8341.45,12.09,
HH001132_L1,HH001132,mortgage,4282.63,105281.9,6.12,2046-05-27
HH001135_L1,HH001135,mortgage,170.99,12563.41,4.63,2034-05-29
HH001138_L1,HH001138,mortgage,3452.38,129298.72,4.33,2030-02-21
HH001139_L1,HH001139,mortgage,3090.22,184168.56,4.15,2031-10-13
HH001140_L1,HH001140,mortgage,4167.16,264386.33,7.4,2032-07-25
HH001141_L1,HH001141,mortgage,3686.49,216236.23,5.99,2032-03-28
HH001142_L1,HH001142,mortgage,2571.0,159011.86,5.49,2031-11-03
HH001142_L2,HH001142,loan,163.25,2584.12,20.14,2029-07-11
HH001145_L1,HH001145,mortgage,6638.22,227668.84,8.9,2029-08-28
HH001146_L1,HH001146,mortgage,11636.99,491972.86,6.59,2030-03-27
HH001147_L1,HH001147,mortgage,1004.51,158269.6,5.1,2042-07-10
HH001147_L2,HH001147,loan,176.81,1070.12,14.39,2032-03-25
HH001148_L1,HH001148,mortgage,3754.74,171420.18,4.51,2030-05-09
HH001148_L2,HH001148,loan,291.24,2974.15,22.11,2028-10-23
HH001149_L1,HH001149,mortgage,2369.33,583987.59,4.64,2049-11-06
HH001151_L1,HH001151,mortgage,3596.34,167533.17,5.84,2031-03-22
HH001152_L1,HH001152,mortgage,3305.28,146879.81,2.56,2030-07-14
HH001153_L1,HH001153,mortgage,2006.65,99238.98,2.76,2030-09-30
HH001154_L1,HH001154,mortgage,7332.24,252203.14,4.29,2029-06-04
HH001155_L1,HH001155,mortgage,3941.73,200392.4,4.18,2031-03-10
HH001159_L1,HH001159,mortgage,3841.74,55958.71,4.79,2031-02-16
HH001160_L1,HH001160,mortgage,1815.71,61973.73,5.38,2029-08-05
HH001160_L2,HH001160,loan,295.65,2627.43,19.71,2029-08-31
HH001161_L1,HH001161,mortgage,8307.16,123088.05,4.38,2044-12-18
HH001161_L2,HH001161,credit_card,867.84,34590.5,21.06,
HH001162_L1,HH001162,mortgage,2797.09,83962.15,5.66,2055-06-07
HH001162_L2,HH001162,loan,588.44,7826.47,20.79,2029-06-15
HH001164_L1,HH001164,mortgage,1433.45,250803.55,5.32,2045-04-17
HH001165_L1,HH001165,mortgage,4714.05,161119.14,4.95,2029-09-03
HH001166_L1,HH001166,mortgage,1312.18,58202.54,3.68,2031-03-08
HH001167_L1,HH001167,mortgage,4771.49,261044.53,6.61,2031-04-10
HH001167_L2,HH001167,loan,198.98,1099.59,9.36,2028-12-13
HH001168_L1,HH001168,mortgage,1257.16,154728.03,5.44,2037-10-22
HH001170_L1,HH001170,mortgage,5328.61,204356.66,4.96,2030-06-24
HH001173_L1,HH001173,mortgage,1509.54,106499.88,4.41,2032-06-29
HH001174_L1,HH001174,mortgage,4470.75,84867.38,4.25,2049-06-20
HH001174_L2,HH001174,credit_card,1449.91,18132.39,9.84,
HH001175_L1,HH001175,mortgage,2498.35,119998.53,3.53,2031-02-07
HH001176_L1,HH001176,mortgage,5707.3,86505.73,3.04,2046-11-26
HH001176_L2,HH001176,credit_card,2016.96,42443.93,9.11,
HH001178_L2,HH001178,loan,166.45,932.19,21.64,2032-05-09
HH001179_L1,HH001179,mortgage,767.71,108820.48,4.83,2040-08-01
HH001179_L2,HH001179,loan,401.56,6773.41,27.51,2027-08-27
HH001180_L2,HH001180,loan,611.25,7521.42,11.19,2027-09-05
HH001181_L1,HH001181,mortgage,6570.94,103448.44,2.81,2042-01-19
HH001181_L2,HH001181,credit_card,378.55,14215.97,15.8,
HH001183_L1,HH001183,mortgage,13867.51,141640.72,7.38,2051-01-14
HH001183_L2,HH001183,credit_card,379.35,11499.78,10.65,
HH001185_L2,HH001185,loan,1017.21,16978.93,17.28,2030-06-07
HH001187_L1,HH001187,mortgage,3828.89,501514.88,2.71,2040-05-31
HH001188_L1,HH001188,mortgage,2248.05,103935.21,5.38,2030-06-02
HH001192_L1,HH001192,mortgage,5878.04,178740.39,6.76,2031-07-15
HH001193_L1,HH001193,mortgage,3480.2,88759.83,3.53,2037-08-09
HH001193_L2,HH001193,credit_card,1524.32,21486.04,15.28,
HH001194_L1,HH001194,mortgage,4800.62,68772.79,3.91,2031-04-14
HH001194_L2,HH001194,credit_card,1036.17,36917.43,25.53,
HH001195_L1,HH001195,mortgage,3063.33,90936.98,5.46,2029-11-14
HH001196_L1,HH001196,mortgage,2976.11,195298.5,6.04,2033-06-01
HH001198_L1,HH001198,mortgage,8046.19,249401.67,6.95,2034-10-30
HH001198_L2,HH001198,loan,201.59,1571.9,21.93,2029-07-05
HH001199_L1,HH001199,mortgage,5795.46,225970.96,4.51,2044-07-14
HH001200_L1,HH001200,mortgage,3795.87,124024.87,5.5,2029-11-25
HH001200_L2,HH001200,loan,480.29,2418.74,16.59,2028-05-18
HH001201_L1,HH001201,mortgage,3390.79,317078.45,4.03,2035-04-09
HH001205_L1,HH001205,mortgage,11077.31,209393.36,4.92,2051-01-05
HH001206_L1,HH001206,mortgage,5564.8,134220.43,6.48,2033-07-26
HH001207_L1,HH001207,mortgage,1170.37,82648.68,6.33,2033-01-31
HH001208_L1,HH001208,mortgage,1596.12,16270.41,4.21,2042-02-25
HH001208_L2,HH001208,credit_card,664.4,9673.67,24.76,
HH001209_L1,HH001209,mortgage,4056.82,203410.33,4.04,2031-01-14
HH001209_L2,HH001209,loan,158.45,2197.11,10.07,2029-06-10
HH001211_L1,HH001211,mortgage,2464.5,514542.23,5.26,2048-02-16
HH001212_L1,HH001212,mortgage,1346.78,30822.94,4.09,2030-04-08
HH001212_L2,HH001212,loan,282.41,2060.9,18.78,2029-01-10
HH001213_L1,HH001213,mortgage,13928.85,648809.63,4.95,2030-02-08
HH001213_L2,HH001213,loan,675.91,3156.3,11.74,2028-10-28
HH001215_L1,HH001215,mortgage,5047.89,192558.93,5.3,2030-05-11
HH001215_L2,HH001215,loan,131.27,1834.49,10.33,2027-10-07
HH001216_L1,HH001216,mortgage,305.13,13417.11,4.92,2030-05-02
HH001217_L1,HH001217,mortgage,6101.09,222980.66,5.6,2030-02-23
HH001218_L1,HH001218,mortgage,2023.67,136601.17,4.82,2032-12-17
HH001220_L2,HH001220,loan,279.68,2638.62,8.01,2031-11-27
HH001221_L1,HH001221,mortgage,6971.1,44948.6,3.56,2031-03-12
HH001221_L2,HH001221,credit_card,1159.46,24054.0,8.56,
HH001224_L1,HH001224,mortgage,4617.65,169438.16,3.82,2029-11-03
HH001225_L2,HH001225,loan,227.25,3311.72,22.23,2032-07-22
HH001226_L1,HH001226,mortgage,2356.11,109072.53,5.5,2031-04-23
HH001227_L1,HH001227,mortgage,6319.32,80383.66,3.59,2033-05-24
HH001227_L2,HH001227,credit_card,1034.43,26545.61,21.05,
HH001229_L1,HH001229,mortgage,2846.66,70639.55,4.31,2036-02-15
HH001229_L2,HH001229,credit_card,765.53,25632.92,25.75,
HH001230_L2,HH001230,loan,273.58,3749.89,10.41,2032-11-26
HH001232_L1,HH001232,mortgage,2945.86,182791.83,6.54,2032-04-09
HH001232_L2,HH001232,loan,423.76,5963.69,17.31,2028-05-03
HH001235_L1,HH001235,mortgage,1927.07,298119.31,5.35,2042-09-30
HH001236_L1,HH001236,mortgage,2760.69,156790.64,5.47,2032-01-02
HH001236_L2,HH001236,loan,134.0,1849.41,13.34,2028-07-06
HH001237_L1,HH001237,mortgage,4986.05,152553.65,5.6,2028-12-25
HH001239_L1,HH001239,mortgage,2498.2,244910.62,6.14,2036-01-20
HH001241_L1,HH001241,mortgage,1356.68,188029.88,5.7,2040-08-30
HH001242_L1,HH001242,mortgage,1183.9,48329.23,5.08,2030-09-28
HH001243_L2,HH001243,loan,210.54,1681.34,28.64,2030-06-29
HH001244_L1,HH001244,mortgage,2190.18,103522.13,4.24,2030-09-21
HH001244_L2,HH001244,loan,89.91,1272.37,11.77,2027-12-05
HH001246_L1,HH001246,mortgage,3451.12,71304.88,3.4,2050-10-02
HH001246_L2,HH001246,credit_card,843.54,21768.34,12.82,
HH001247_L1,HH001247,mortgage,647.72,130315.17,4.76,2048-02-25
HH001248_L2,HH001248,loan,164.84,829.75,18.54,2031-03-17
HH001249_L2,HH001249,loan,249.89,2067.2,22.19,2030-06-06
HH001251_L2,HH001251,loan,192.02,1207.53,22.02,2032-06-09
HH001252_L1,HH001252,mortgage,2167.09,187601.59,5.38,2035-09-19
HH001253_L1,HH001253,mortgage,2274.94,171795.69,6.49,2033-11-26
HH001255_L1,HH001255,mortgage,3685.99,155680.25,5.51,2030-04-30
HH001257_L1,HH001257,mortgage,2015.26,82216.44,6.38,2030-03-21
HH001257_L2,HH001257,loan,538.25,4001.64,8.72,2030-09-14
HH001258_L1,HH001258,mortgage,1494.64,326627.71,5.65,2046-11-25
HH001260_L1,HH001260,mortgage,6412.0,202138.38,6.28,2029-07-18
HH001261_L1,HH001261,mortgage,5673.98,105306.25,3.94,2032-10-16
HH001261_L2,HH001261,credit_card,1464.86,22538.31,19.95,
HH001262_L1,HH001262,mortgage,4646.83,437857.88,4.81,2035-04-28
HH001262_L2,HH001262,loan,205.93,944.88,16.86,2029-07-03
HH001264_L1,HH001264,mortgage,1927.92,115458.69,6.88,2032-09-12
HH001265_L1,HH001265,mortgage,3528.0,141118.7,4.31,2030-04-22
HH001266_L2,HH001266,loan,114.4,1532.05,18.96,2028-10-05
HH001267_L1,HH001267,mortgage,1856.31,284744.43,6.06,2040-10-25
HH001269_L1,HH001269,mortgage,2227.97,140268.42,4.5,2033-02-21
HH001270_L1,HH001270,mortgage,775.77,69547.4,5.5,2034-07-13
HH001271_L1,HH001271,mortgage,2772.55,198379.24,5.18,2033-10-13
HH001272_L1,HH001272,mortgage,5698.94,78305.67,4.87,2043-03-18
HH001272_L2,HH001272,credit_card,849.56,29184.41,9.08,
HH001275_L1,HH001275,mortgage,2064.5,93007.65,3.21,2030-05-27
HH001275_L2,HH001275,loan,263.26,1468.64,19.3,2032-01-09
HH001277_L1,HH001277,mortgage,21268.67,129567.67,5.99,2042-06-25
HH001277_L2,HH001277,credit_card,630.51,23771.28,11.71,
HH001282_L1,HH001282,mortgage,1591.58,67602.25,4.58,2030-10-27
HH001282_L2,HH001282,loan,311.34,2232.97,25.54,2027-12-08
HH001283_L1,HH001283,mortgage,2395.89,200990.58,4.64,2034-11-12
HH001283_L2,HH001283,loan,503.9,6980.83,8.57,2031-02-27
HH001285_L1,HH001285,mortgage,3266.92,111550.8,6.29,2050-11-13
HH001290_L1,HH001290,mortgage,5470.11,189456.4,4.93,2029-12-09
HH001291_L1,HH001291,mortgage,3675.5,202420.93,5.84,2031-09-11
HH001291_L2,HH001291,loan,209.04,2669.71,22.07,2033-01-07
HH001293_L1,HH001293,mortgage,1807.57,164808.41,4.72,2034-07-29
HH001294_L1,HH001294,mortgage,1601.65,46121.61,2.5,2029-06-02
HH001295_L1,HH001295,mortgage,5556.84,210495.66,5.89,2030-01-10
HH001296_L1,HH001296,mortgage,9044.21,298484.29,6.28,2041-10-19
HH001297_L1,HH001297,mortgage,488.35,6516.22,6.68,2027-09-29
HH001297_L2,HH001297,loan,164.67,1234.01,17.49,2030-05-11
HH001298_L1,HH001298,mortgage,2515.5,49884.09,4.52,2051-11-26
HH001299_L1,HH001299,mortgage,5481.92,205647.51,5.98,2033-09-23
HH001300_L1,HH001300,mortgage,2334.31,109152.12,5.95,2031-01-21
HH001301_L1,HH001301,mortgage,3107.44,147558.85,4.25,2030-07-26
HH001301_L2,HH001301,loan,377.75,2541.58,14.3,2029-08-01
HH001302_L1,HH001302,mortgage,3099.62,210663.62,6.73,2032-11-17
HH001304_L1,HH001304,mortgage,2608.6,45587.45,3.81,2041-04-27
HH001304_L2,HH001304,credit_card,490.68,16936.35,23.0,
HH001305_L1,HH001305,mortgage,3109.79,146455.42,5.93,2031-06-27
HH001310_L1,HH001310,mortgage,9064.64,240808.57,4.7,2040-06-05
HH001310_L2,HH001310,loan,316.51,5529.16,19.15,2032-11-28
HH001311_L1,HH001311,mortgage,2132.72,107915.56,6.59,2030-11-28
HH001313_L1,HH001313,mortgage,2539.23,179844.71,5.85,2033-10-15
HH001314_L1,HH001314,mortgage,11995.1,130850.48,5.67,2031-09-01
HH001314_L2,HH001314,credit_card,1119.96,39314.78,9.24,
HH001315_L1,HH001315,mortgage,2644.51,292250.43,3.97,2036-05-08
HH001320_L1,HH001320,mortgage,947.4,29058.38,3.67,2029-04-01
HH001324_L1,HH001324,mortgage,3560.34,438557.08,5.32,2037-09-02
HH001325_L1,HH001325,mortgage,3234.94,75963.15,3.38,2051-10-27
HH001326_L1,HH001326,mortgage,3948.39,193440.5,5.1,2031-03-06
HH001327_L1,HH001327,mortgage,191.2,9243.62,6.21,2030-08-05
HH001329_L1,HH001329,mortgage,1225.69,42769.62,4.99,2029-12-30
HH001331_L2,HH001331,loan,264.62,1955.13,16.97,2027-07-20
HH001332_L2,HH001332,loan,383.73,3480.8,27.33,2028-08-30
HH001333_L1,HH001333,mortgage,1929.47,416061.33,3.58,2046-11-18
HH001334_L1,HH001334,mortgage,4724.65,226683.08,6.5,2031-05-22
HH001337_L1,HH001337,mortgage,8220.64,36228.12,6.25,2053-11-21
HH001337_L2,HH001337,credit_card,641.05,20647.05,18.91,
HH001339_L1,HH001339,mortgage,2047.15,76083.3,7.2,2030-01-17
HH001341_L1,HH001341,mortgage,2546.22,250555.49,4.87,2036-08-17
HH001342_L1,HH001342,mortgage,3341.08,189587.18,6.5,2032-07-01
HH001344_L1,HH001344,mortgage,3269.32,120135.87,5.57,2040-12-04
HH001347_L1,HH001347,mortgage,6918.97,314436.75,5.42,2048-08-08
HH001349_L1,HH001349,mortgage,2603.5,93244.84,5.0,2053-07-07
HH001350_L1,HH001350,mortgage,3302.09,124265.69,5.39,2030-03-28
HH001351_L1,HH001351,mortgage,2874.22,113603.86,4.65,2029-10-26
HH001353_L1,HH001353,mortgage,5002.03,240325.43,4.49,2031-02-14
HH001355_L1,HH001355,mortgage,1966.83,93535.73,5.16,2030-12-11
HH001355_L2,HH001355,loan,318.49,4131.24,15.18,2033-02-02
HH001356_L1,HH001356,mortgage,3986.7,258407.02,6.48,2032-03-16
HH001357_L1,HH001357,mortgage,1851.16,98715.63,2.78,2031-10-15
HH001360_L1,HH001360,mortgage,5609.93,82771.33,5.98,2050-03-01
HH001361_L1,HH001361,mortgage,1907.52,64438.73,5.61,2029-04-30
HH001361_L2,HH001361,loan,568.0,9752.81,14.03,2030-07-31
HH001363_L2,HH001363,loan,120.52,678.54,24.58,2031-03-26
HH001364_L1,HH001364,mortgage,3514.08,220155.15,5.79,2032-12-04
HH001367_L1,HH001367,mortgage,6135.11,197595.38,3.84,2029-11-07
HH001368_L1,HH001368,mortgage,1797.65,147815.62,6.1,2033-10-06
HH001369_L1,HH001369,mortgage,3428.07,200084.06,4.67,2031-08-10
HH001370_L1,HH001370,mortgage,1528.23,67879.16,4.06,2030-03-15
HH001371_L2,HH001371,loan,175.33,2281.62,15.23,2030-02-20
HH001372_L2,HH001372,loan,226.29,2490.64,12.79,2028-11-19
HH001373_L1,HH001373,mortgage,3127.04,113394.39,6.11,2029-08-24
HH001374_L1,HH001374,mortgage,4731.7,146024.93,3.49,2029-05-31
HH001376_L1,HH001376,mortgage,1200.39,73519.52,5.46,2032-05-20
HH001377_L1,HH001377,mortgage,4315.35,269493.5,4.08,2031-10-25
HH001381_L1,HH001381,mortgage,2985.68,86708.66,3.59,2044-11-15
HH001381_L2,HH001381,loan,485.07,2137.74,23.55,2031-03-16
HH001382_L1,HH001382,mortgage,3373.5,107113.46,3.83,2029-06-13
HH001382_L2,HH001382,loan,177.42,2027.95,26.11,2029-12-24
HH001383_L1,HH001383,mortgage,1940.8,63206.32,6.71,2040-10-15
HH001383_L2,HH001383,loan,240.1,4034.61,12.64,2030-03-13
HH001384_L1,HH001384,mortgage,3651.3,193321.56,6.33,2031-01-30
HH001385_L1,HH001385,mortgage,10921.03,198122.7,5.28,2030-03-20
HH001386_L1,HH001386,mortgage,3215.43,191769.98,5.07,2032-12-02
HH001387_L1,HH001387,mortgage,1306.01,264257.27,5.95,2044-04-12
HH001387_L2,HH001387,loan,641.87,10606.47,26.82,2030-09-23
HH001388_L2,HH001388,loan,278.01,3727.88,17.56,2030-11-19
HH001389_L1,HH001389,mortgage,2013.61,182591.67,4.11,2036-02-21
HH001389_L2,HH001389,loan,462.92,3125.82,26.21,2032-08-08
HH001391_L1,HH001391,mortgage,2260.57,75190.1,5.9,2029-09-21
HH001392_L1,HH001392,mortgage,4881.73,243539.09,4.84,2031-06-11
HH001393_L1,HH001393,mortgage,1684.21,56003.48,4.8,2029-08-05
HH001393_L2,HH001393,loan,270.66,2469.71,24.56,2030-11-29
HH001394_L1,HH001394,mortgage,2707.79,48427.63,4.4,2049-12-18
HH001394_L2,HH001394,loan,497.36,7621.33,15.86,2027-05-22
HH001396_L2,HH001396,loan,361.91,4014.72,27.9,2031-04-02
HH001398_L1,HH001398,mortgage,6691.96,92286.03,5.3,2040-09-01
HH001398_L2,HH001398,credit_card,1889.84,27230.69,14.74,
HH001399_L1,HH001399,mortgage,977.13,26649.93,6.56,2028-09-24
HH001400_L1,HH001400,mortgage,5436.56,57895.92,4.27,2036-03-06
HH001400_L2,HH001400,credit_card,1168.88,23817.58,13.94,
HH001401_L1,HH001401,mortgage,13305.79,411245.95,4.98,2038-03-02
HH001402_L2,HH001402,loan,91.37,959.27,12.11,2031-01-13
HH001403_L1,HH001403,mortgage,3554.52,178778.69,6.25,2030-10-15
HH001406_L2,HH001406,loan,562.91,2389.65,10.95,2031-12-06
HH001407_L1,HH001407,mortgage,807.62,190849.14,6.11,2049-10-09
HH001410_L1,HH001410,mortgage,2617.46,359627.91,4.51,2040-12-30
HH001412_L1,HH001412,mortgage,1286.04,60757.98,4.35,2031-05-01
