household_id,entity,record_key,status
HH000884,assets,HH000884_A2,both
HH000884,assets,HH000884_A3,both
HH000884,assets,HH000884_A4,both
HH000884,assets,HH000884_A5,both
HH000884,liabilities,HH000884_L1,both
HH000884,liabilities,HH000884_L2,both
HH000884,protection_policies,HH000884_PP1,both
HH000906,households,HH000906,both
HH000906,people,HH000906_P1,both
HH000906,people,HH000906_P2,both
HH000906,income_lines,HH000906_I1,both
HH000906,assets,HH000906_A1,both
HH000906,assets,HH000906_A2,both
HH000906,assets,HH000906_A3,both
HH000906,assets,HH000906_A4,both
HH000906,assets,HH000906_A5,both
HH000906,liabilities,HH000906_L1,both
HH000906,protection_policies,HH000906_PP1,both
HH000996,households,HH000996,both
HH000996,people,HH000996_P1,both
HH000996,people,HH000996_P2,both
HH000996,income_lines,HH000996_I1,both
HH000996,income_lines,HH000996_I2,both
HH000996,income_lines,HH000996_I3,both
HH000996,income_lines,HH000996_I4,both
HH000996,assets,HH000996_A1,both
HH000996,assets,HH000996_A2,both
HH000996,assets,HH000996_A3,both
HH000996,assets,HH000996_A4,both
HH000996,assets,HH000996_A5,both
HH000996,liabilities,HH000996_L1,both
HH000996,liabilities,HH000996_L2,both
HH000996,protection_policies,HH000996_PP1,both
HH001018,households,HH001018,both
HH001018,people,HH001018_P1,both
HH001018,people,HH001018_P2,both
HH001018,income_lines,HH001018_I1,both
HH001018,assets,HH001018_A1,both
HH001018,assets,HH001018_A2,both
HH001018,assets,HH001018_A3,both
HH001018,assets,HH001018_A4,both
HH001018,assets,HH001018_A5,both
HH001021,households,HH001021,both
HH001021,people,HH001021_P1,both
HH001021,people,HH001021_P2,both
HH001021,income_lines,HH001021_I1,both
HH001021,income_lines,HH001021_I2,both
HH001021,income_lines,HH001021_I3,both
HH001021,assets,HH001021_A1,both
HH001021,assets,HH001021_A2,both
HH001021,assets,HH001021_A3,both
HH001021,assets,HH001021_A4,both
HH001021,assets,HH001021_A5,both
HH001021,liabilities,HH001021_L1,both
HH001021,protection_policies,HH001021_PP1,both
HH001038,households,HH001038,both
HH001038,people,HH001038_P1,both
HH001038,people,HH001038_P2,both
HH001038,income_lines,HH001038_I1,both
HH001038,income_lines,HH001038_I2,both
HH001038,assets,HH001038_A1,both
HH001038,assets,HH001038_A2,both
HH001038,assets,HH001038_A3,both
HH001038,assets,HH001038_A4,both
HH001038,assets,HH001038_A5,both
HH001038,liabilities,HH001038_L1,both
HH001038,protection_policies,HH001038_PP1,both
HH001053,households,HH001053,both
HH001053,people,HH001053_P1,both
HH001053,income_lines,HH001053_I1,both
HH001053,income_lines,HH001053_I2,both
HH001053,assets,HH001053_A1,both
HH001053,assets,HH001053_A2,both
HH001053,assets,HH001053_A3,both
HH001053,assets,HH001053_A4,both
HH001053,assets,HH001053_A5,both
HH001053,protection_policies,HH001053_PP1,both
HH001075,households,HH001075,both
HH001075,people,HH001075_P1,both
HH001075,people,HH001075_P2,both
HH001075,income_lines,HH001075_I1,both
HH001075,income_lines,HH001075_I2,both
HH001075,income_lines,HH001075_I3,both
HH001075,income_lines,HH001075_I4,ex_only
HH001075,assets,HH001075_A1,both
HH001075,assets,HH001075_A2,both
HH001075,assets,HH001075_A3,both
HH001075,assets,HH001075_A4,both
HH001075,protection_policies,HH001075_PP1,both
HH001099,households,HH001099,both
HH001099,people,HH001099_P1,both
HH001099,people,HH001099_P2,both
HH001099,income_lines,HH001099_I1,both
HH001099,income_lines,HH001099_I1,ex_only
HH001099,income_lines,HH001099_I2,ex_only
HH001099,assets,HH001099_A1,both
HH001099,assets,HH001099_A2,both
HH001099,assets,HH001099_A3,both
HH001099,assets,HH001099_A4,both
HH001099,assets,HH001099_A5,both
HH001099,liabilities,HH001099_L1,both
HH001099,protection_policies,HH001099_PP1,both
HH001108,households,HH001108,both
HH001108,people,HH001108_P1,both
HH001108,people,HH001108_P2,both
HH001108,income_lines,HH001108_I1,both
HH001108,assets,HH001108_A1,both
HH001108,assets,HH001108_A2,both
HH001108,assets,HH001108_A3,both
HH001108,assets,HH001108_A4,both
HH001108,assets,HH001108_A5,both
HH001110,households,HH001110,both
HH001110,people,HH001110_P1,both
HH001110,people,HH001110_P2,both
HH001110,income_lines,HH001110_I1,both
HH001110,income_lines,HH001110_I2,both
HH001110,assets,HH001110_A1,both
HH001110,assets,HH001110_A2,both
HH001110,assets,HH001110_A3,both
HH001110,assets,HH001110_A4,both
HH001110,assets,HH001110_A5,both
HH001110,liabilities,HH001110_L1,both
HH001110,liabilities,HH001110_L2,both
HH001130,households,HH001130,both
HH001130,people,HH001130_P1,both
HH001130,people,HH001130_P2,both
HH001130,income_lines,HH001130_I1,both
HH001130,income_lines,HH001130_I1,ex_only
HH001130,income_lines,HH001130_I2,both
HH001130,assets,HH001130_A1,both
HH001130,assets,HH001130_A2,both
HH001130,assets,HH001130_A3,both
HH001130,assets,HH001130_A4,both
HH001130,assets,HH001130_A5,both
HH001130,liabilities,HH001130_L1,both
HH001130,protection_policies,HH001130_PP1,both
HH001138,households,HH001138,both
HH001138,people,HH001138_P1,both
HH001138,people,HH001138_P2,both
HH001138,income_lines,HH001138_I1,both
HH001138,income_lines,HH001138_I2,both
HH001138,assets,HH001138_A1,both
HH001138,assets,HH001138_A2,both
HH001138,assets,HH001138_A3,both
HH001138,assets,HH001138_A4,both
HH001138,assets,HH001138_A5,both
HH001138,liabilities,HH001138_L1,both
HH001138,protection_policies,HH001138_PP1,both
HH001158,households,HH001158,both
HH001158,people,HH001158_P1,both
HH001158,people,HH001158_P2,both
HH001158,income_lines,HH001158_I1,both
HH001158,income_lines,HH001158_I2,both
HH001158,assets,HH001158_A1,both
HH001158,assets,HH001158_A2,both
HH001158,assets,HH001158_A3,both
HH001158,assets,HH001158_A4,both
HH001158,assets,HH001158_A5,both
HH001158,protection_policies,HH001158_PP1,both
HH001167,households,HH001167,both
HH001167,people,HH001167_P1,both
HH001167,people,HH001167_P2,both
HH001167,income_lines,HH001167_I1,both
HH001167,assets,HH001167_A1,both
HH001167,assets,HH001167_A2,both
HH001167,assets,HH001167_A3,both
HH001167,assets,HH001167_A4,both
HH001167,assets,HH001167_A5,both
HH001167,liabilities,HH001167_L1,both
HH001167,liabilities,HH001167_L2,both
HH001167,protection_policies,HH001167_PP1,both
HH001234,households,HH001234,both
HH001234,people,HH001234_P1,both
HH001234,income_lines,HH001234_I1,both
HH001234,income_lines,HH001234_I2,both
HH001234,assets,HH001234_A1,both
HH001234,assets,HH001234_A2,both
HH001234,assets,HH001234_A3,both
HH001234,assets,HH001234_A4,both
HH001234,assets,HH001234_A5,both
HH001242,households,HH001242,both
HH001242,people,HH001242_P1,both
HH001242,people,HH001242_P2,both
HH001242,income_lines,HH001242_I1,both
HH001242,assets,HH001242_A1,both
HH001242,assets,HH001242_A2,both
HH001242,assets,HH001242_A3,both
HH001242,assets,HH001242_A4,both
HH001242,assets,HH001242_A5,both
HH001242,liabilities,HH001242_L1,both
HH001262,households,HH001262,both
HH001262,people,HH001262_P1,both
HH001262,people,HH001262_P2,both
HH001262,income_lines,HH001262_I1,both
HH001262,income_lines,HH001262_I2,both
HH001262,income_lines,HH001262_I3,both
HH001262,assets,HH001262_A1,both
HH001262,assets,HH001262_A2,both
HH001262,assets,HH001262_A3,both
HH001262,assets,HH001262_A4,both
HH001262,assets,HH001262_A5,both
HH001262,liabilities,HH001262_L1,both
HH001262,liabilities,HH001262_L2,both
HH001262,protection_policies,HH001262_PP1,both
HH001292,households,HH001292,both
HH001292,people,HH001292_P1,both
HH001292,people,HH001292_P2,both
HH001292,income_lines,HH001292_I1,both
HH001292,assets,HH001292_A1,both
HH001292,assets,HH001292_A2,both
HH001292,assets,HH001292_A3,both
HH001292,assets,HH001292_A4,both
HH001292,assets,HH001292_A5,both
HH001292,assets,HH001292_A6,ex_only
HH001292,liabilities,HH001292_L1,ex_only
HH001292,liabilities,HH001292_L2,ex_only
HH001292,liabilities,HH001292_L3,ex_only
HH001313,households,HH001313,both
HH001313,people,HH001313_P1,both
HH001313,income_lines,HH001313_I1,both
HH001313,assets,HH001313_A1,both
HH001313,assets,HH001313_A2,both
HH001313,assets,HH001313_A3,both
HH001313,assets,HH001313_A4,both
HH001313,assets,HH001313_A5,both
HH001313,liabilities,HH001313_L1,both
HH001313,protection_policies,HH001313_PP1,both
HH001323,households,HH001323,both
HH001323,people,HH001323_P1,both
HH001323,income_lines,HH001323_I1,both
HH001323,income_lines,HH001323_I2,both
HH001323,assets,HH001323_A1,both
HH001323,assets,HH001323_A2,both
HH001323,assets,HH001323_A3,both
HH001323,assets,HH001323_A4,both
HH001323,assets,HH001323_A5,both
HH001323,protection_policies,HH001323_PP1,both
HH001359,households,HH001359,both
HH001359,people,HH001359_P1,both
HH001359,people,HH001359_P2,both
HH001359,income_lines,HH001359_I1,both
HH001359,income_lines,HH001359_I2,both
HH001359,income_lines,HH001359_I3,both
HH001359,income_lines,HH001359_I4,both
HH001359,assets,HH001359_A1,both
HH001359,assets,HH001359_A2,both
HH001359,assets,HH001359_A3,both
HH001359,assets,HH001359_A4,both
HH001359,assets,HH001359_A5,both
HH001372,households,HH001372,both
HH001372,people,HH001372_P1,both
HH001372,income_lines,HH001372_I1,both
HH001372,income_lines,HH001372_I2,both
HH001372,assets,HH001372_A1,both
HH001372,assets,HH001372_A2,both
HH001372,assets,HH001372_A3,both
HH001372,assets,HH001372_A4,both
HH001372,assets,HH001372_A5,both
HH001372,liabilities,HH001372_L2,both
HH001372,protection_policies,HH001372_PP1,both
HH001380,households,HH001380,both
HH001380,people,HH001380_P1,both
HH001380,income_lines,HH001380_I1,both
HH001380,assets,HH001380_A1,both
HH001380,assets,HH001380_A2,both
HH001380,assets,HH001380_A3,both
HH001380,assets,HH001380_A4,both
HH001380,assets,HH001380_A5,both
HH001380,protection_policies,HH001380_PP1,both
HH001405,households,HH001405,both
HH001405,people,HH001405_P1,both
HH001405,people,HH001405_P2,both
HH001405,income_lines,HH001405_I1,both
HH001405,income_lines,HH001405_I2,both
HH001405,assets,HH001405_A1,both
HH001405,assets,HH001405_A2,both
HH001405,assets,HH001405_A3,both
HH001405,assets,HH001405_A4,both
HH001405,assets,HH001405_A5,both
HH001432,households,HH001432,both
HH001432,people,HH001432_P1,both
HH001432,people,HH001432_P2,both
HH001432,income_lines,HH001432_I1,both
HH001432,income_lines,HH001432_I1,ex_only
HH001432,income_lines,HH001432_I2,both
HH001432,income_lines,HH001432_I2,ex_only
HH001432,income_lines,HH001432_I3,both
HH001432,assets,HH001432_A1,both
HH001432,assets,HH001432_A2,both
HH001432,assets,HH001432_A3,both
HH001432,assets,HH001432_A4,both
HH001432,assets,HH001432_A5,both
HH001432,liabilities,HH001432_L1,both
HH001432,liabilities,HH001432_L2,both
HH001432,liabilities,HH001432_L3,ex_only
HH001435,households,HH001435,both
HH001435,people,HH001435_P1,both
HH001435,income_lines,HH001435_I1,both
HH001435,income_lines,HH001435_I2,both
HH001435,assets,HH001435_A1,both
HH001435,assets,HH001435_A2,both
HH001435,assets,HH001435_A3,both
HH001435,assets,HH001435_A4,both
HH001435,assets,HH001435_A4,ex_only
HH001435,assets,HH001435_A5,both
HH001435,liabilities,HH001435_L1,both
HH001435,liabilities,HH001435_L2,both
HH001435,protection_policies,HH001435_PP1,both
HH001438,households,HH001438,both
HH001438,people,HH001438_P1,both
HH001438,people,HH001438_P2,both
HH001438,income_lines,HH001438_I1,both
HH001438,assets,HH001438_A1,both
HH001438,assets,HH001438_A2,both
HH001438,assets,HH001438_A3,both
HH001438,assets,HH001438_A4,both
HH001438,assets,HH001438_A5,both
HH001438,liabilities,HH001438_L1,both
HH001438,protection_policies,HH001438_PP1,both
HH001439,households,HH001439,both
HH001439,people,HH001439_P1,both
HH001439,people,HH001439_P2,both
HH001439,income_lines,HH001439_I1,both
HH001439,income_lines,HH001439_I1,ex_only
HH001439,income_lines,HH001439_I2,ex_only
HH001439,assets,HH001439_A1,both
HH001439,assets,HH001439_A2,both
HH001439,assets,HH001439_A3,both
HH001439,assets,HH001439_A4,both
HH001439,assets,HH001439_A5,both
HH001439,liabilities,HH001439_L1,ex_only
HH001448,households,HH001448,both
HH001448,people,HH001448_P1,both
HH001448,people,HH001448_P2,both
HH001448,income_lines,HH001448_I1,both
HH001448,assets,HH001448_A1,both
HH001448,assets,HH001448_A2,both
HH001448,assets,HH001448_A3,both
HH001448,assets,HH001448_A4,both
HH001448,assets,HH001448_A5,both
HH001448,liabilities,HH001448_L1,ex_only
HH001448,liabilities,HH001448_L2,ex_only
HH001448,liabilities,HH001448_L3,ex_only
HH001448,protection_policies,HH001448_PP1,both
HH001509,households,HH001509,both
HH001509,people,HH001509_P1,both
HH001509,people,HH001509_P2,both
HH001509,income_lines,HH001509_I1,both
HH001509,assets,HH001509_A1,both
HH001509,assets,HH001509_A2,both
HH001509,assets,HH001509_A3,both
HH001509,assets,HH001509_A4,both
HH001509,assets,HH001509_A5,both
HH001509,liabilities,HH001509_L1,both
HH001509,liabilities,HH001509_L2,both
HH001530,households,HH001530,both
HH001530,people,HH001530_P1,both
HH001530,people,HH001530_P2,both
HH001530,income_lines,HH001530_I1,both
HH001530,income_lines,HH001530_I1,ex_only
HH001530,income_lines,HH001530_I2,both
HH001530,income_lines,HH001530_I2,ex_only
HH001530,income_lines,HH001530_I3,both
HH001530,income_lines,HH001530_I4,both
HH001530,assets,HH001530_A1,both
HH001530,assets,HH001530_A2,both
HH001530,assets,HH001530_A3,both
HH001530,assets,HH001530_A4,both
HH001530,assets,HH001530_A5,both
HH001530,liabilities,HH001530_L2,both
HH001571,households,HH001571,both
HH001571,people,HH001571_P1,both
HH001571,people,HH001571_P2,both
HH001571,income_lines,HH001571_I1,both
HH001571,income_lines,HH001571_I1,ex_only
HH001571,income_lines,HH001571_I2,both
HH001571,income_lines,HH001571_I2,ex_only
HH001571,assets,HH001571_A1,both
HH001571,assets,HH001571_A2,both
HH001571,assets,HH001571_A3,both
HH001571,assets,HH001571_A4,both
HH001571,assets,HH001571_A5,both
HH001571,liabilities,HH001571_L1,both
HH001571,liabilities,HH001571_L2,both
HH001571,protection_policies,HH001571_PP1,both
HH001578,households,HH001578,both
HH001578,people,HH001578_P1,both
HH001578,income_lines,HH001578_I1,both
HH001578,assets,HH001578_A1,both
HH001578,assets,HH001578_A2,both
HH001578,assets,HH001578_A3,both
HH001578,assets,HH001578_A4,both
HH001578,assets,HH001578_A5,both
HH001578,liabilities,HH001578_L2,both
HH001589,households,HH001589,both
HH001589,people,HH001589_P1,both
HH001589,people,HH001589_P2,both
HH001589,income_lines,HH001589_I1,both
HH001589,income_lines,HH001589_I1,ex_only
HH001589,income_lines,HH001589_I2,both
HH001589,income_lines,HH001589_I2,ex_only
HH001589,assets,HH001589_A1,both
HH001589,assets,HH001589_A2,both
HH001589,assets,HH001589_A3,both
HH001589,assets,HH001589_A4,both
HH001589,assets,HH001589_A5,both
HH001589,liabilities,HH001589_L1,both
HH001589,protection_policies,HH001589_PP1,both
HH001611,households,HH001611,both
HH001611,people,HH001611_P1,both
HH001611,people,HH001611_P2,both
HH001611,income_lines,HH001611_I1,both
HH001611,income_lines,HH001611_I1,ex_only
HH001611,income_lines,HH001611_I2,both
HH001611,assets,HH001611_A1,both
HH001611,assets,HH001611_A2,both
HH001611,assets,HH001611_A3,both
HH001611,assets,HH001611_A4,both
HH001611,assets,HH001611_A5,both
HH001611,liabilities,HH001611_L1,both
HH001621,households,HH001621,both
HH001621,people,HH001621_P1,both
HH001621,people,HH001621_P2,both
HH001621,income_lines,HH001621_I1,both
HH001621,income_lines,HH001621_I2,both
HH001621,income_lines,HH001621_I3,ex_only
HH001621,assets,HH001621_A1,both
HH001621,assets,HH001621_A2,both
HH001621,assets,HH001621_A3,both
HH001621,assets,HH001621_A4,both
HH001621,assets,HH001621_A5,both
HH001621,protection_policies,HH001621_PP1,both
HH001644,households,HH001644,both
HH001644,people,HH001644_P1,both
HH001644,people,HH001644_P2,both
HH001644,income_lines,HH001644_I1,both
HH001644,income_lines,HH001644_I1,ex_only
HH001644,income_lines,HH001644_I2,both
HH001644,income_lines,HH001644_I2,ex_only
HH001644,income_lines,HH001644_I3,both
HH001644,assets,HH001644_A1,both
HH001644,assets,HH001644_A2,both
HH001644,assets,HH001644_A3,both
HH001644,assets,HH001644_A4,both
HH001644,assets,HH001644_A5,both
HH001644,protection_policies,HH001644_PP1,both
HH001660,households,HH001660,both
HH001660,people,HH001660_P1,both
HH001660,people,HH001660_P2,both
HH001660,income_lines,HH001660_I1,both
HH001660,income_lines,HH001660_I2,both
HH001660,income_lines,HH001660_I3,both
HH001660,income_lines,HH001660_I4,both
HH001660,income_lines,HH001660_I5,both
HH001660,income_lines,HH001660_I5,ex_only
HH001660,assets,HH001660_A1,both
HH001660,assets,HH001660_A2,both
HH001660,assets,HH001660_A3,both
HH001660,assets,HH001660_A4,both
HH001660,assets,HH001660_A5,both
HH001660,liabilities,HH001660_L1,both
HH001660,liabilities,HH001660_L2,both
HH001660,protection_policies,HH001660_PP1,both
HH001690,households,HH001690,both
HH001690,people,HH001690_P1,both
HH001690,people,HH001690_P2,both
HH001690,income_lines,HH001690_I1,both
HH001690,income_lines,HH001690_I1,ex_only
HH001690,income_lines,HH001690_I2,both
HH001690,income_lines,HH001690_I2,ex_only
HH001690,assets,HH001690_A1,both
HH001690,assets,HH001690_A2,both
HH001690,assets,HH001690_A3,both
HH001690,assets,HH001690_A4,both
HH001690,assets,HH001690_A5,both
HH001690,protection_policies,HH001690_PP1,both
HH001691,households,HH001691,both
HH001691,people,HH001691_P1,both
HH001691,people,HH001691_P2,both
HH001691,income_lines,HH001691_I1,both
HH001691,income_lines,HH001691_I1,ex_only
HH001691,income_lines,HH001691_I2,both
HH001691,income_lines,HH001691_I2,ex_only
HH001691,assets,HH001691_A1,both
HH001691,assets,HH001691_A2,both
HH001691,assets,HH001691_A3,both
HH001691,assets,HH001691_A4,both
HH001691,assets,HH001691_A5,both
HH001691,liabilities,LIAB1,ex_only
HH001691,liabilities,LIAB2,ex_only
HH001691,liabilities,LIAB3,ex_only
HH001691,protection_policies,HH001691_PP1,both
HH001720,households,HH001720,both
HH001720,people,HH001720_P1,both
HH001720,people,HH001720_P2,both
HH001720,income_lines,HH001720_I1,both
HH001720,assets,HH001720_A1,both
HH001720,assets,HH001720_A2,both
HH001720,assets,HH001720_A3,both
HH001720,assets,HH001720_A4,both
HH001720,assets,HH001720_A5,both
HH001720,liabilities,HH001720_L1,both
HH001720,liabilities,HH001720_L2,both
HH001720,protection_policies,HH001720_PP1,both
HH001730,households,HH001730,both
HH001730,people,HH001730_P1,both
HH001730,income_lines,HH001730_I1,both
HH001730,income_lines,HH001730_I2,both
HH001730,income_lines,HH001730_I3,both
HH001730,income_lines,HH001730_I4,both
HH001730,assets,HH001730_A1,both
HH001730,assets,HH001730_A2,both
HH001730,assets,HH001730_A3,both
HH001730,assets,HH001730_A4,both
HH001730,assets,HH001730_A5,both
HH001730,liabilities,HH001730_L1,both
HH001730,liabilities,HH001730_L2,both
HH001730,protection_policies,HH001730_PP1,both
HH001748,households,HH001748,both
HH001748,people,HH001748_P1,both
HH001748,people,HH001748_P2,both
HH001748,income_lines,HH001748_I1,both
HH001748,income_lines,HH001748_I1,ex_only
HH001748,income_lines,HH001748_I2,both
HH001748,income_lines,HH001748_I2,ex_only
HH001748,assets,HH001748_A1,both
HH001748,assets,HH001748_A2,both
HH001748,assets,HH001748_A3,both
HH001748,assets,HH001748_A4,both
HH001748,assets,HH001748_A5,both
HH001748,liabilities,HH001748_L1,both
HH001748,protection_policies,HH001748_PP1,both
HH001750,households,HH001750,both
HH001750,people,HH001750_P1,both
HH001750,people,HH001750_P2,both
HH001750,income_lines,HH001750_I1,both
HH001750,income_lines,HH001750_I1,ex_only
HH001750,income_lines,HH001750_I2,both
HH001750,income_lines,HH001750_I2,ex_only
HH001750,assets,HH001750_A1,both
HH001750,assets,HH001750_A2,both
HH001750,assets,HH001750_A3,both
HH001750,assets,HH001750_A4,both
HH001750,assets,HH001750_A5,both
HH001750,liabilities,HH001750_L1,both
HH001750,liabilities,HH001750_L2,both
HH001760,households,HH001760,both
HH001760,people,HH001760_P1,both
HH001760,income_lines,HH001760_I1,both
HH001760,income_lines,HH001760_I2,both
HH001760,income_lines,HH001760_I3,both
HH001760,assets,HH001760_A1,both
HH001760,assets,HH001760_A2,both
HH001760,assets,HH001760_A3,both
HH001760,assets,HH001760_A4,both
HH001760,assets,HH001760_A5,both
HH001760,liabilities,HH001760_L1,both
HH001760,protection_policies,HH001760_PP1,both
HH001763,households,HH001763,both
HH001763,people,HH001763_P1,both
HH001763,people,HH001763_P2,both
HH001763,income_lines,HH001763_I1,both
HH001763,income_lines,HH001763_I1,ex_only
HH001763,income_lines,HH001763_I2,both
HH001763,income_lines,HH001763_I2,ex_only
HH001763,assets,HH001763_A1,both
HH001763,assets,HH001763_A2,both
HH001763,assets,HH001763_A3,both
HH001763,assets,HH001763_A4,both
HH001763,assets,HH001763_A5,both
HH001763,protection_policies,HH001763_PP1,both
HH001777,households,HH001777,both
HH001777,people,HH001777_P1,both
HH001777,income_lines,HH001777_I1,both
HH001777,income_lines,HH001777_I2,both
HH001777,assets,HH001777_A1,both
HH001777,assets,HH001777_A2,both
HH001777,assets,HH001777_A3,both
HH001777,assets,HH001777_A4,both
HH001777,assets,HH001777_A5,both
HH001777,liabilities,HH001777_L2,both
HH001781,households,HH001781,both
HH001781,people,HH001781_P1,both
HH001781,people,HH001781_P2,both
HH001781,income_lines,HH001781_I1,both
HH001781,income_lines,HH001781_I2,both
HH001781,income_lines,HH001781_I3,both
HH001781,assets,HH001781_A1,both
HH001781,assets,HH001781_A2,both
HH001781,assets,HH001781_A3,both
HH001781,assets,HH001781_A4,both
HH001781,assets,HH001781_A5,both
HH001781,protection_policies,HH001781_PP1,both
HH001808,households,HH001808,both
HH001808,people,HH001808_P1,both
HH001808,people,HH001808_P2,both
HH001808,income_lines,HH001808_I1,both
HH001808,income_lines,HH001808_I2,both
HH001808,income_lines,HH001808_I3,both
HH001808,assets,HH001808_A1,both
HH001808,assets,HH001808_A2,both
HH001808,assets,HH001808_A3,both
HH001808,assets,HH001808_A4,both
HH001808,assets,HH001808_A5,both
HH001808,liabilities,HH001808_L1,ex_only
HH001808,liabilities,HH001808_L2,ex_only
HH001808,liabilities,HH001808_L3,ex_only
HH001856,households,HH001856,both
HH001856,people,HH001856_P1,both
HH001856,people,HH001856_P2,both
HH001856,income_lines,HH001856_I1,both
HH001856,income_lines,HH001856_I2,both
HH001856,assets,HH001856_A1,both
HH001856,assets,HH001856_A2,both
HH001856,assets,HH001856_A3,both
HH001856,assets,HH001856_A4,both
HH001856,assets,HH001856_A5,both
HH001856,protection_policies,HH001856_PP1,both
HH001860,households,HH001860,both
HH001860,people,HH001860_P1,both
HH001860,people,HH001860_P2,both
HH001860,income_lines,HH001860_I1,both
HH001860,assets,HH001860_A1,both
HH001860,assets,HH001860_A2,both
HH001860,assets,HH001860_A3,both
HH001860,assets,HH001860_A4,both
HH001860,assets,HH001860_A5,both
HH001869,households,HH001869,both
HH001869,people,HH001869_P1,both
HH001869,people,HH001869_P2,both
HH001869,income_lines,HH001869_I1,both
HH001869,income_lines,HH001869_I1,ex_only
HH001869,income_lines,HH001869_I2,ex_only
HH001869,assets,HH001869_A1,both
HH001869,assets,HH001869_A2,both
HH001869,assets,HH001869_A3,both
HH001869,assets,HH001869_A4,both
HH001869,liabilities,HH001869_L1,both
HH001890,households,HH001890,both
HH001890,people,HH001890_P1,both
HH001890,people,HH001890_P2,both
HH001890,income_lines,HH001890_I1,both
HH001890,income_lines,HH001890_I1,ex_only
HH001890,income_lines,HH001890_I2,both
HH001890,income_lines,HH001890_I2,ex_only
HH001890,income_lines,HH001890_I3,both
HH001890,assets,HH001890_A1,both
HH001890,assets,HH001890_A2,both
HH001890,assets,HH001890_A3,both
HH001890,assets,HH001890_A4,both
HH001890,assets,HH001890_A5,both
HH001890,liabilities,HH001890_L2,both
HH001908,households,HH001908,both
HH001908,people,HH001908_P1,both
HH001908,people,HH001908_P2,both
HH001908,income_lines,HH001908_I1,both
HH001908,income_lines,HH001908_I1,ex_only
HH001908,assets,HH001908_A1,both
HH001908,assets,HH001908_A2,both
HH001908,assets,HH001908_A3,both
HH001908,assets,HH001908_A4,both
HH001908,assets,HH001908_A5,both
HH001908,assets,HH001908_A6,ex_only
HH001908,liabilities,HH001908_L1,ex_only
HH001912,households,HH001912,both
HH001912,people,HH001912_P1,both
HH001912,people,HH001912_P2,both
HH001912,income_lines,HH001912_I1,both
HH001912,income_lines,HH001912_I2,ex_only
HH001912,income_lines,HH001912_I3,ex_only
HH001912,assets,HH001912_A1,both
HH001912,assets,HH001912_A2,both
HH001912,assets,HH001912_A3,both
HH001912,assets,HH001912_A4,both
HH001912,assets,HH001912_A5,both
HH001912,liabilities,HH001912_L1,both
HH001912,protection_policies,HH001912_PP1,both
HH001918,households,HH001918,both
HH001918,people,HH001918_P1,both
HH001918,people,HH001918_P2,both
HH001918,income_lines,HH001918_I1,both
HH001918,income_lines,HH001918_I2,both
HH001918,assets,HH001918_A1,both
HH001918,assets,HH001918_A2,both
HH001918,assets,HH001918_A3,both
HH001918,assets,HH001918_A4,both
HH001918,assets,HH001918_A5,both
HH001918,liabilities,HH001918_L2,both
HH001918,protection_policies,HH001918_PP1,both
HH001924,households,HH001924,both
HH001924,people,HH001924_P1,both
HH001924,people,HH001924_P2,both
HH001924,income_lines,HH001924_I1,both
HH001924,income_lines,HH001924_I1,ex_only
HH001924,income_lines,HH001924_I2,both
HH001924,assets,HH001924_A1,both
HH001924,assets,HH001924_A2,both
HH001924,assets,HH001924_A3,both
HH001924,assets,HH001924_A4,both
HH001924,assets,HH001924_A5,both
HH001924,liabilities,HH001924_L1,both
HH001924,protection_policies,HH001924_PP1,both
HH001925,households,HH001925,both
HH001925,people,HH001925_P1,both
HH001925,people,HH001925_P2,both
HH001925,income_lines,HH001925_I1,both
HH001925,income_lines,HH001925_I2,both
HH001925,income_lines,HH001925_I3,both
HH001925,assets,HH001925_A1,both
HH001925,assets,HH001925_A2,both
HH001925,assets,HH001925_A3,both
HH001925,assets,HH001925_A4,both
HH001925,assets,HH001925_A5,both
HH001925,liabilities,HH001925_L1,ex_only
HH001925,protection_policies,HH001925_PP1,both
HH001940,households,HH001940,both
HH001940,people,HH001940_P1,both
HH001940,income_lines,HH001940_I1,both
HH001940,assets,HH001940_A1,both
HH001940,assets,HH001940_A2,both
HH001940,assets,HH001940_A3,both
HH001940,assets,HH001940_A4,both
HH001940,assets,HH001940_A5,both
HH001940,liabilities,HH001940_L1,both
HH001940,protection_policies,HH001940_PP1,both
HH001942,households,HH001942,both
HH001942,people,HH001942_P1,both
HH001942,people,HH001942_P2,both
HH001942,income_lines,HH001942_I1,both
HH001942,income_lines,HH001942_I2,both
HH001942,income_lines,HH001942_I3,both
HH001942,income_lines,HH001942_I4,both
HH001942,assets,HH001942_A1,both
HH001942,assets,HH001942_A2,both
HH001942,assets,HH001942_A3,both
HH001942,assets,HH001942_A4,both
HH001942,assets,HH001942_A5,both
HH001942,liabilities,HH001942_L1,both
HH001956,households,HH001956,both
HH001956,people,HH001956_P1,both
HH001956,income_lines,HH001956_I1,both
HH001956,income_lines,HH001956_I2,both
HH001956,income_lines,HH001956_I3,both
HH001956,assets,HH001956_A1,both
HH001956,assets,HH001956_A2,both
HH001956,assets,HH001956_A3,both
HH001956,assets,HH001956_A4,both
HH001956,assets,HH001956_A5,both
HH001956,liabilities,HH001956_L1,both
HH001956,protection_policies,HH001956_PP1,both
HH002007,households,HH002007,both
HH002007,people,HH002007_P1,both
HH002007,people,HH002007_P2,both
